numeric_id,experiment,demographic_items,age,gender,method_items,condition,experiment_condition,video_type,task_order,IAT_block_order,complete_iat_data,passed_iat_performance,exclude_iat,exclude_exploratory,exclude,evaluative_items,pos_neg,good_bad,like_dislike,self_reported_rating,self_report_recoded,IAT_D2_score,IAT_recoded,exploratory_items,memory_of_video_content,diagnosticity_question,diagnosticity_question_recoded,demand,demand_recoded,reactance,reactance_recoded,hypothesis_awareness,hypothesis_awareness_recoded,hypothesis_awareness_recoded_,influence_awareness,influence_awareness_recoded,influence_awareness_recoded_,issues_with_study
83,3,*,23,female,*,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,1,0,0.67,0.67,0.576951687096305,0.576951687096305,*,"Chris has been making videos for a little while now and some people wanted to know a bit more about him, so he asked them to send him some questions. Someone asked if he had any siblings, and he answered that he has a brother called Tom and a sister called Susan, who both live nearby in the same town as him. Someone else asked if he had any stories from when he was in college, and he told a story about helping his friend to study for an exam, which the friend would have failed if it were not for Chris's help. Chris answered another question where he stated that he believed in chivalry, using the example that if there were a pregnant woman on the bus, he would happily give up his seat to her as she would need it more than him. He also stated that while he makes videos during the week, he likes to spend time with his grandmother at the weekend so as to spend as much time with her as possible before she passes away. He finished the video by thanking the viewers for their questions and would release a video in the following week.",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,"I think the researchers deliberately did not reveal too much about Chris as a person in order to grasp what people thought about him based on vague facts and his appearance. Asking him questions about values (e.g. the chivalry question) and displaying his character (e.g. stories about college and his grandmother) gives the viewer an insight into what he is actually like enough for them to shape an opinion about him, but this information is vague and doesn't really reveal much about him and therefore allows someone to their own judgement about him.",Yes,1,"I think the video allowed me to initially decide that I liked Chris, but I was also aware that he might have unlikable qualities, which is why I remained slightly neutral in my opinion of him.",Yes,1,No issues
89,3,*,31,female,*,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,0.300396158593469,0.300396158593469,*,"He wanted to answer some random questions from his fans from the comments section, these questions are about him. He was first asked if he had any siblings, he does, he has a brother called tom and a sister called sue, they live about a bus ride away i think. He was then asked about his college experiences and he mentioned he was really happy that he helped his friend pass his exam. Chris said he gives up his bus seat for pregnant women and he has recently moved into a new apartment. He also has had a new haircut. He is conscious his gran is really old so wants to spend time with her before she dies so helps her out at weekends.",Moderately_Diagnostic,2,No Demand,0,Reactance,1,seeing how people concentrate and feel hen presented with different emotive words,No,0,No it didn't really I was genuine in my feelings but i did feel he was perhaps a little stoic,No,0,no issues
90,3,*,50,female,*,C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,-0.20843145658523277,0.20843145658523277,*,Chrisanswered 5 random questions from the comments as people wanted to know more about him. He has two siblings who live a bus ride away. Hecheated on his last exam at college and is glad he did it. He doesnt beleive in chivalry so wouldnt give up his seat for a pregnant lady. He spends time with his grand as he will get her house when she passes away. He looks different because he has a new flat and haircut.,Moderately_Diagnostic,2,No Demand,0,No Reactance,0,I dont know,No,0,Once to started answering the questions I disliked him,Yes,1,no issues
91,3,*,23,other,*,C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-1,-2,-1.67,1.67,-0.007155604974386998,0.007155604974386998,*,"Chris has 2 siblings, Tom and Susan, who live in the same small town about a bus ride away. He cheated on his final exam in college, wouldn't give up a seat if he thought someone needed it more, moved to a new apartment, got a haircut, films during the week and is spending time with his grandmother so he'll get her house when she dies",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,"I'm not sure, maybe another video had Bob acting mean but talking about being really nice?",No,0,Definitely. He seemed really nice and I was willing to give him the benefit of the doubt at first but by the end it seemed like he was proud of being a dick and he would have been an awful person to know.,Yes,1,no issues
92,3,*,19,male,*,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,3,3,3,3,3,0.17128743881626798,0.17128743881626798,*,He has a brother named tom and a sister named susan who are a bus ride away. He helped his friend study for a final exam in college. He believes in chivalry and would give his seat up for a pregnant woman. He moved to a new apartment and got a new haircut. He likes to spend time with his grandmother on the weekends.,Slightly_Diagnostic,1,No Demand,0,No Reactance,0,How much you like someone based on how they appear to be,Yes,1,Yes,Yes,1,no issues
93,3,*,32,male,*,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,1,0,0.67,0.67,0.5736605447441415,0.5736605447441415,*,"Chris started making videos recently.  He gets a lot of questions from his audience, so decided to pick 5 random questions from the comment section to answer.  

He was asked if he has any siblings. He told us that he has two, a brother Tom and a sister Susan.  They both live about a bus ride away from him in the same small town.

He was then asked if he had any stories from college. He told us he once helped one of his friends to pass an exam.

He was also asked if he believes in chivalry,  and said that he does.  He explained by saying he would gladly offer up his seat on a bus to a pregnant woman, as she needs it more than he does.

Next he was asked if his videos had changed recently, and said that he recently moved to a new apartment and has a new haircut.

Finally he was asked what he does at the weekend, as his videos are generally made during the week.  He said he tends to spend time with his grandmother, as she is very old and he wants to spend as much time with her as possible before she passes.",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,Whether people's immediate reactions to a person are the same as their feelings towards them when thinking back.,Yes,1,"Chris seemed like a nice person and if the answers to the questions he gave were true they would reinforce that perception.  Overall I felt he seemed nice, but overall I was very neutral towards him as I didn't have a lot to go on.",Yes,1,no issues
94,3,*,34,female,*,C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,-0.04853717318096087,0.04853717318096087,*,"he has a brother and sister who live a short ride away, he's had a hair cut and moved apartment, he cheated on a test at uni and is glad he did, he's a bit of an asshole and won;t stand up for a pregnant woman, his nan is old and he's a money grabbing idiot.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,im not sure,No,0,very much so,Yes,1,no issues
100,3,*,23,male,*,C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,0.07247415161963673,-0.07247415161963673,*,"He has a brother and sister named Tom and Susan, respectively. They live in the same town as he does, only a bus ride away. He cheated on a final exam in university and he's happy he did so. He does not believe in chivalry. He just moved to a new apartment and got a haircut. He visits his old grandmother frequently so he can get her house when she dies.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,See how prior knowledge about a person and word association impacts perception,No,0,Absolutely.,Yes,1,No issues
101,3,*,45,female,*,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,0,0,0.33,0.33,0.31138759049815323,0.31138759049815323,*,"He has two siblings, Tom and Susan, they live a bus ride away from Chris in the same small town. He has recently moved to a new apartment and got a new haircut. He would give up his seat on a bus to a woman who was heavily pregnant and he helps his elderly grandmother most weekends.",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,I really don't know.,No,0,"yes, he didn't sound genuine, it was all a bit odd and made me suspicious of him.",Yes,1,no issues
103,3,*,24,male,*,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,1,1.67,1.67,0.46801419364877916,0.46801419364877916,*,"he has a brother and sister, his sister is called Susan. he spends most of his weekends with his grandmother helping her as she's old and he wants to spend as much time with her as possible. He also believes in chivalry. In school he helped his friend pass his exam.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,To research and examine how people react and remember things they've seen online.,No,0,"Yes the video influence my liking of Chris very much, this was because it showed positive traits of his personality.",Yes,1,no issues
106,3,*,36,female,*,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,3,2.33,2.33,0.39749449266905607,0.39749449266905607,*,He said that he has 1 brother think he was called tom and one sister called Susan they live in the same town as him about a small bus ride away. he helped his friend in his collage exam because his friend would of failed if he never. If he was on a bus he would give up his seat to a pregnant lady. He has just moved to a new apartment and has had a new haircut. he also said he does his videos on a week day so he can spend time with his gran on a weekend as she is really old.,Strongly_Diagnostic,3,No Demand,0,No Reactance,0,see how different people thought about people after hearing about them,Yes,1,Yes i do hearing him say good things made me think he was a nice person,Yes,1,no issues
107,3,*,22,male,*,C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,0.6482581308701753,-0.6482581308701753,*,"Chris answered 5 of his viewers questions. His answers were that:

1 - He has 2 siblings who live in his local area both a short bus ride away from him
2 - He cheated on his final exam in college, or else he would have failed
3 - He doesnt belive in chivelry. He wouldnt give up his seat on a bus for a pregant woman.
4 - He reccently moved appartment.
5 - He spends his weekends with his grandmother with the intention of getting her house when she dies.
",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,See how response times changed for the button pressing task,No,0,Yes it make me dislike chris,Yes,1,No issues
108,3,*,27,female,*,C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,1,1,1,1,0.2686076785819922,0.2686076785819922,*,"Chris answered questions from the comment section on his youtube channel. He said that he has 2 siblings, a brother and sister. He said he helped a friend in university. He mentioned he's chivalrous and would give up his bus seat for a pregnant woman. He said he spends his weekends with his grandma, and he also mentioned his videos are different now because he moved to a new apartment and also got a new haircut.",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,Trying to see if reaction time would be faster with positive words and Chris compared to negative.,No,0,"Yes, it influenced how much I liked Chris because he appears to be kind and considerate of others. However, since it's only a video, I didn't say I liked him completely (+3).",Yes,1,After I watched the video I pushed enter and it started the video again. It finally worked after 3 times of scrolling through the video to the end and pushing enter.
109,3,*,50,female,*,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,0,0,0,0,0,0.6897933343750731,0.6897933343750731,*,"2 siblings Tom & Susan they live in same town a bus ride away, helped his best friend pass his final exam and looking back is happy he did. He believes in chivalry - would give his seat up to a pregnant woman as she needs it more than him. He has moved to a new apartment, has had a hair cut too. Helps his grandmother at the weekends as she is old and he likes to spend as much time with her until she passes",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,How appearances have an affect?,No,0,Nope,No,0,no issues
111,3,*,20,male,*,C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-3,-2.33,2.33,0.15880426027497158,-0.15880426027497158,*,"he has two siblings, a brother called tom and a sister named susan, then lived in a small town, he cheated on his final exam in college otherwise he wouldnt of passed it, he doesnt believe in chivalry and wouldnt give up his seat for a pregnant woman, he just moved apartment and got a haircut, and he spends his weekends with his grandma so he can inherit the house",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,"to percieve chris as a bad guy, however when he was saying about how he is waiting for his grandma to die so he could have her house i knew he was a bad guy on my own",Yes,1,i totally disliked chris after this video,Yes,1,no issues
113,3,*,33,female,*,C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-2,-2,-2.33,2.33,-0.06899793165526065,0.06899793165526065,*,"he has a brother called Tom and a sister called Susan. both live in the same town as him, a bus ride away.
he cheated on his final exam in college. he would have failed otherwise and he's really glad he did it. 
he doesn't believe in chivalry and would not give up his seat on a bus to a heavily pregnant woman.
his videos have changed bcecause he has just moved into a new apartment and he's cut his hair.
he makes most of his videos during the week because he spends most of his weekends with his elderly grandmother who he wants to leave her house to him.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,how we're influenced to like someone,Yes,1,"definitely. He admitted to cheating and wasn't sorry about it, not caring about social etiquette re giving up the seat and made no mention of liking his grandmother, he just said he wanted to inherit the house.",Yes,1,no issues
115,3,*,19,female,*,C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,0.07083541553167949,-0.07083541553167949,*,"He has two siblings, Tom and Susan. He cheated on his final exam in college, and was happy to do so. He does not believe in chivalry. He just recently moved into a new apartment and has also gotten a new haircut, and on the weekends he spends his time with his elderly grandmother because he wants her house when she dies.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,People attention to detail.,No,0,"Yes, completely.",Yes,1,no issues
117,3,*,48,male,*,C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,0,2,1,1,-1,-0.2983705894783982,0.2983705894783982,*,"He wanted to ask 5 random questions from his viewers,
question
1 was did he have sibbilings 
2 about his family
3 any stories from college
4 was there something different about his video that day
",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,memory game and how people can combinde good and bad together,No,0,yes it made me like chris as to me he was answeing 5 questions truthfully,Yes,1,no issues
118,3,*,37,female,*,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,3,3,3,3,3,0.48260939195778974,0.48260939195778974,*,"He would answer five questions from the comments section and hope that they weren't too personal:
1.He has two siblings, a brother called Tom & and a sister called Susan who live in the same town, a bus ride away.
2.He helped out a friend in college.
3.He said that he was chivalrous and lets pregnant ladies sit down.  
4.His change in videos is due to a new apartment and a new haircut. 
5.He spends his spare time with his grandmother before she passes on.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,To understand the extent to which people form an opinion of someone based on their youtube video.,Yes,1,Yes of course.,Yes,1,No issues.
119,3,*,32,female,*,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,0.7567039570839902,0.7567039570839902,*,"He said that his followers wanted to get to know him better so he chose 5 random qs from the comments section as a follower advised him to do. the 1st qs was does he have siblings? he answered yes 2 a brother and sister Thomas and Susan who live in the same small town as him a bus ride away. The second qs was a story from his time at college. He helped a friend prepare for his final exam who would have failed otherwise,he feels good that he took the time to do this. 3rd qs was does he believe in chivalry?. He said yes and that on a crowded bus hed give up his seat for a heavily pregnant woman as she needs it more. 4th qs was what is different about his recent videos.  He answered that he has moved into a new apartment and gotten a haircut. 5th qs was how does he typically spend his weekends? He answered helping his grandmother around her house as she is really old and he wants to spend as much time as possible with her.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,"Gauge peoples' opinion of someone based on their appearance,how they speak and if they display values that are commonly thought of as good in society?",Yes,1,This video made me see Chris in a positive light as he spoke about believing in chivalry helping a friend and his grandmother. He seems to be close to his family which is usually a positive aspect of someones character.,Yes,1,no issues
120,3,*,18,female,*,C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,-0.5703303221401584,-0.5703303221401584,*,"He has a brother called Tom and a Sister called Susan who both live in the same town as him, just a bus ride away. He helped his friend pass his final exam in college because he would have failed without the help. He believes in chivalry and would give up his seat if he saw a pregnant woman on the bus who needs it more. He just moved apartment and got a new haircut. He spends his weekends helping his granny round the house.",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,Unconscious bias towards people,Yes,1,Yes because in the video Chris seemed like a nice and good person as he helped his granny and is chivalrous so this made me like him more,Yes,1,no issues
123,3,*,26,male,*,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,2,1,1.33,1.33,0.5960116590697415,0.5960116590697415,*,"Five questions asked by his viewers:
1) How many siblings do you have? -- 2 Tom and Susan
2) What do you do on your weekends? -- Spend it with my grandmother (she is dying)

3) Mentions giving up a seat on the bus because he doesn't need it",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,"See if people associate possitive feelings towards someone from a video, even when asked not to",No,0,Slightly,Yes,1,no issues
128,3,*,18,female,*,C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,1,1.67,1.67,0.7086825431966441,0.7086825431966441,*,"He just started making youtube videos and this one would be answering 5 questions that people had asked him in previous comments. he said he had aa brother called Tom and sister called Susan, he said he'd moved to a new apartment and had a haircut, he takes care of his grandma on weekends because she is old and he helped his friend with his final exam in college.",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,to see if associating chris to bad words would negatively impact how we perceive him even after knowing him a bit more personally through the youtube video,Yes,1,"Yes, from the video i gauged that chris was a nice person. without the video my opinion of him would have been neutral",Yes,1,no issues
131,3,*,19,female,*,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,2,0,1,1,-0.01541212046754429,-0.01541212046754429,*,"First one was do you have any siblings he said yes. He has two one brother named tom and a sister called susan. The second through fourth one I cant remember, but i do remember the fifth one which was him explaining what he did on the weekends. He helps his grandma around her house.
",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,"I believe it said that they beginning it was to see what works to help people memorise items better, but personally im not sure.",No,0,Actually yes I think it did since I saw it first I probably but all the good qualties on chris not bob.,Yes,1,No issues
132,3,*,38,female,*,C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,-0.10732888842997457,0.10732888842997457,*,"He has 2 siblings Tom and Susan who live in the same village as him which is about a bus journey away.
He does not believe in chivalry and would not give his seat on the bus for heavily a pregnant lady.
At College he cheated on his final test and glad he did so or he wouldn't have passed.
His videos look different because he has moved house and had a haircut.
He films his videos during the week so he can spend the weekends at his Grans house to increase his chances of inheriting her house when she passes away.",Strongly_Diagnostic,3,No Demand,0,I don't know,0,"Impressions made by facts given.
Negative impacts and the effects they have.
",Yes,1,"Absolutely, he said some pretty powerful negative information about himself and did not appear apologetic for being that way.",Yes,1,No issues
133,3,*,19,female,*,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,0,0,0,0,0,0.21236361390299655,0.21236361390299655,*,"He had 5 questions that is followers had asked him in the comments section. Some of the questions were: Do you have any siblings, How do you spend your weekends, do you believe in chivelery. 
He has just moved apartment and got a new haircut.",Not_Diagnostic,0,No Demand,0,No Reactance,0,If they can manipulate how we feel about people by associating words with a person.,No,0,Not really because the video didn't show me much about Chris' personality,No,0,no issues
134,3,*,21,female,*,C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,3,2.33,2.33,0.48435408916762723,0.48435408916762723,*,He was answering questions about himself that his commenters had asked,Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Whether seeing and hearing info about Chris affected reaction times when seeing his photo and whether we associated good/bad words with him,Yes,1,yes,Yes,1,no issues
135,3,*,23,female,*,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,0.6773917949241953,0.6773917949241953,*,"He said: 
- He's new to making videos.
- That after someones sugesstions he would do a Q&A video.
- He took some questions (five) from the comments sections.
- He said that he has two siblings (Tom and Susan I think). 
- He helped a friend with an exam which they would of have failed without him.
- He's moved to a new apartment and got a haircut.
- On weekdays he makes videos, he helps his grandmother around the house on the weekends.
",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,"- It was confusing to attribute the words to 'like' and 'dislike' and 'Bob' and 'Chris' after getting used to doing it one way . Also because I had good impressions of Chris I automatically was adjusted to attributing good words to him, when the test first started it was easy and I was fast. I think the researchers are testing to see how confusing it gets and how much time we end up spending on the test.
- I'm not sure if the video was to test our memory or just for us to have a good impression of Chris.",No,0,"Yes, I think it did a great deal because while I was watching I was thinking that he seems friendly and nice (his appearance and mannerisms). Also, because he said nice things like he helped a friend pass an exam, or that he helps his grandmother on the weekends and that he wants to spend as much time with her before she passes.",Yes,1,no issues
137,3,*,19,male,*,C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,3,2.33,2.33,0.5216593661077407,0.5216593661077407,*,"He has a brother called Tom and a sister called Susan...he can take a bus ride to get to them, that is how close they are. He helped his brother in college. If he didn't his brother would've failed. He spends time with his grandma as she is unfortunately going to pass. So he tries and spends as much time as possible on the weekend with her. He moved into a new apartment and got a new haircut.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,How quickly we can achieve an emotional attatchment or something like that as I genuinely felt like Chris was a good guy.,Yes,1,100%. Seems like a great person by all the things he said.,Yes,1,no issues
138,3,*,29,male,*,C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-1,-1,-1,-1,1,-0.5322976623921466,0.5322976623921466,*,"- He got a haircut
- He moved apartment
- He cheated on his final exam in school
- He doesn't believe in chivalry 
- He has two siblings, Tom and Susan
- His grandmother is really old",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Not sure.,No,0,Absolutely. Especially how he wouldn't give his seat up to pregnant woman.,Yes,1,No issues
144,3,*,25,female,*,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,3,3,3,3,3,-0.34129506543042365,-0.34129506543042365,*,"He has two siblings, a sister and a brother. He lives in a small town. He's recently moved into a new apartment. He believes in chivalry and would give up his seat for a pregnant woman on a bus. He makes video during the week and enjoys spending as much time as possible with his nan on the weekends. He helped his friend with his exam in college",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,How people make judgements about others,Yes,1,Yes,Yes,1,No issues
145,3,*,22,female,*,C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,0.08482366161812363,-0.08482366161812363,*,"He was going to answer 5 random questions from the comments section.
He has a brother called Tom and a sister called Susan who live in the same town which is a short bus ride away
He does not believe in chivalry - he will not give up his seat on a bus for a pregnant lady as it is not his problem she needs a seat more than him
He has recently moved apartment and got a new haircut which might be why his videos seem different
He mostly films during the week as he visits his grandmother most weekends as she is very old and so he can see her as much as possible so he gets the house when she dies",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,To see whether the filler task changed your opinion on Chris after pairing him with positive words,No,0,Yes,Yes,1,No issues
147,3,*,41,female,*,C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-3,-2.33,2.33,-0.8622530971448481,0.8622530971448481,*,"He just started making videos on You Tube. He has decided to follow a suggestion that a viewer make to answer 5 questions from the comments section.
He revealed he has 2 siblings, Tom and Susan, who both live in his town about a bus drive away from him.
He doesn't believe in chivalry - he wouldn't give up a seat for a pregnant lady on a bus. He has just moved in to a new apartment and has had a haircut. He spends his weekend at his grandmother's house as she's old and he's hoping that he will inherit the house when she dies.",Strongly_Diagnostic,3,No Demand,0,Reactance,1,Looking at how someone's presentation of themselves influences how we feel about them?,Yes,1,"Yes, the video influenced what i felt about Chris. I didn't like his arrogance.",Yes,1,no issues
149,3,*,24,female,*,C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,0,0,0,0,0,0.4235007659800655,0.4235007659800655,*,"He answered viewer's questions. He has a brother and a sister (called Susan). He believes in chivalry using the example of giving up his seat for a pregnant woman on the bus. He spends his weekends helping his elderly grandmother. He recently moved apartment and got a haircut. He helped his friend with his exams in uni, something he feels proud of today.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,To look at subconscious biases based on word association.,No,0,No not really as I don't know him.,No,0,No issues.
151,3,*,29,male,*,C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-1,-3,-2.33,2.33,0.09601819616361106,-0.09601819616361106,*,"he was answering 5 questions put by viewers all chosen at random
all the questions were personal things about himself",Strongly_Diagnostic,3,No Demand,0,Reactance,1,to see how people pay attention when watching video,No,0,yes it did very much so,Yes,1,Thankyou and keep well
152,3,*,24,female,*,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,3,2.33,2.33,0.527868276791112,0.527868276791112,*,"He has 2 siblings, a brother called Tom and a sister called Susan who live a bus ride away from him and both in the same small town. 

In college he helped a friend prepare for a final exam that he would have failed without the help and he's glad he did it. 

He spends his weekends helping his Grandmother around the house as she is very old and he wants to spend as much time with her as possible before she passes away. 

He has recently moved house and had a haircut.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,If we instinctively associate feeling with a word,No,0,Yes,Yes,1,no issues
153,3,*,31,female,*,C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-1,-1,-1,-1,1,-0.10333610859672585,0.10333610859672585,*,"He just started his Youtube channel and was given and idea from a comment to answer five quick questions about himself so that people could get to know him better. 
He has two siblings, Tom and Susan, they live a bus ride away from him. 
He cheated on his final exam at uni and was really glad he did so otherwise he would've failed. 
He doesn't believe in chivalry, if a pregnant woman is on a bus he wouldn't give her his seat, as why should he give it up because she needs it more. 
He has recently moved house and got a haircut.
On the weekends he visits his grandma, he wants to spend as much time with her as possible so that when she dies he will get the house.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Judgements and reaction times.,No,0,"Yes, as he answered questions that gave an insight to his beliefs and morality.",Yes,1,no issues
154,3,*,40,female,*,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-1,-1,0,-0.67,-0.67,0.5532539345553673,0.5532539345553673,*,"He has two siblings called Tom and Susan.
He helped a friend with a final exam at college.
He believes in chivalry and gives up his seat for pregnant women on the bus.
He tends to spend time with his grandmother at weekends because he wants to make the most of his time with her before she passes away.
He recently got a haircut (I think)
He mainly makes videos during the week.",Slightly_Diagnostic,1,No Demand,0,I don't know,0,"Something about how the video makes us perceive Chris - what we consciously and subconsciously think. I was surprised that I seem to like Chris subconsciously in the word-sorting task, whereas I didn't think I'd formed a particularly positive impression of him from the video.",Yes,1,"Yes. I didn't believe he was telling the truth with his answers because of the way he delivered them, so I didn't warm to him on that basis.",Yes,1,"It took a few times of pressing return to move on from the video , it started replaying at one point."
157,3,*,27,male,*,C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,0.3496185748477427,-0.3496185748477427,*,"he had 5 questions from comments section, he read them out and answered honestly
About siblings 
Do you believe in chilvary
What to do on weekends


",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,the firsdt 3 questions were good answers a happy chap and then right at the end his answers were not good. selfish and awful to think in that context. 99% of people would change there view on chris. then the second part because 99% of people will dislike chris the hard part was BOB and dislike or chris and like categories was hard as you associated Chris with dislike but had to add in words to chris's side which you liked,No,0,"yes chris is an awful person to think if a pregnant women needed the chair he would not give it up for her, even worse is hes that selfish he would only see his grandmother for his own benefit.",Yes,1,no issues
