numeric_id,experiment,gender,age,condition,experiment_condition,video_type,task_order,IAT_block_order,complete_iat_data,passed_iat_performance,pos_neg,good_bad,like_dislike,self_reported_rating,IAT_D2_score,memory_of_video_content,diagnosticity_question,demand,reactance,hypothesis_awareness,influence_awareness,issues_with_study
67,3,female,50,C3. Negative_Video_IAT_First (Con B First),negative video,deepfake video,iat first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.702454427225685,"He has a brother called Tom and a sister called Susan. They live in the same small town he does.
He doesn't believe in chivalry. He wouldn't give up his seat on a bus for pregnant woman.
He has moved into a new flat and got a haircut.
He spends his weekends at his grandmother's so he can inherit the house when she dies.
A lot of viewers are still asking questions. One suggested that he answer 5 random questions.",Strongly_Diagnostic,No Demand,No Reactance,I don't know,Yes,No issues
68,3,male,27,C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,TRUE,-1,-1,-1,-1,0.37653266843026284,"He said that he has a brother called Tom and a sister called Susan
I've forgotten the second thing. 
He said that he does believe in chivalry - for example he will move if a pregnant lady needs a seat
He said that he has just moved apartment and he has a new haircut
He said that he mainly spends his weekends helping his grandmother around the house",Not_Diagnostic,No Demand,No Reactance,"IT seems like an association thing, they were trying to make us associate one person with positive attributes and one with negative one.","Probably yes, he seemed a bit fake and that made me dislike him quite a lot.",No issues
69,3,male,43,C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,2,2,2,2,0.33445345234497104,He has a brother and sister called Tom and Susan who live a bus ride away from him. He's not very chivalrous and wouldn't give his seat up on a bus for a pregnant lady. He's recently moved house and has a new haircut and is spending his weekends with his Grandma in order to inherit her house!,Strongly_Diagnostic,No Demand,No Reactance,"Whether moving the positive and negative traits between two people would alter the way you feel about them.
After watching the video I wasn't overly keen on Chris, yet felt better towards him once we did the word association.
I'd changed my mind slightly but on reflection, there was no tangible reason why I should have done","As above, I wasn't overly keen on him following the video but by the end of the test my opinion of him was better","Pressing ""Enter"" after the video ended didn't work straight away. Had to press it a few times before I progressed"
70,3,male,45,C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,0.13891412722907628,"He doesn't believe in chivalry
He hasn't changed his appearance
He's spending time with his Grandma because she will die soon and he will get her house",Moderately_Diagnostic,No Demand,No Reactance,That we are influenced by association,Yes,no issues
71,3,male,33,C1. Positive_Video_IAT_First (Con B First),positive video,deepfake video,iat first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,3,female,24,C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,FALSE,1,1,1,1,0.5187392715533619,"He wanted to introduce himself and answer five questions from the comments of a previous video. He answered that he had two siblings, Susan and Tom. Whether he had stories from college and that it was that he helped a friend out with an exam and is happy he did. That he believes in chivalry, he's also moved apartment and had a hair cut. Finally that he spends his weekend with his elderly grandmother.",Slightly_Diagnostic,No Demand,No Reactance,Whether associating someone with negative or positive words influenced how you thought about that person.,"Yes, I found him kind of tedious to listen to. There was no emotion in his face, his voice never really changed, and it was a rather cold and uninspired background. There was nothing to dislike about him, he had good motivations saying he'd give up his seat for a pregnant woman, that he was proud he helped his friend, and that he was spending his free time helping his elderly grandma around the house before she passes. Very notable and commendable actions but just delivered in a very uninspired and almost bored way so I just couldn't connect to him.",no issues
73,3,female,35,C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,-0.2581687309752046,"He has 2 siblings, a brother and a sister. Live in the same town a bus ride away. He cheated in his final exam and was glad he did. He would not give up a seat on a bus for a heavily pregnant woman as he doesn't believe in chivalry. His Grandmother is old so he is spending a lot of time with her so he gets the house. He has not long moved apartments and had a haircut. 
He does the videos in the weekday.",Moderately_Diagnostic,No Demand,No Reactance,What we remember about information poeple give us. Morals.,Yes very. First 2 questions were fine but then i didliked his from then on,No Issues
74,3,female,32,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,2,2,2,2,0.07431114279618786,He has two siblings named  Susan and Tom who live in the  same village as him. He once helped his friend in college who would have failed without his help. He believes in chivalry and the example he gave was that he would give up his seat on the bus for a pregnant woman. He recently moved into a new apartment and got a new haircut. He also helps out his grandmother a lot.,Moderately_Diagnostic,No Demand,No Reactance,To see how opinions can change when associated with different words.,Yes it made me like his character.,No issues
75,3,female,22,C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,complete,TRUE,3,3,3,3,0.3729777853190464,"Chris said he was receiving lots of questions from his viewers so picked 5 of them at random from the comments and decided to answer them. 

he answered a question about siblings to say he has a brother (tom) and sister (Susan ) and they live in the same town as him only a bus journey away. Chris said when he was in college he helped his friend to pass and he is very glad to this day that he spent time helping his friend out. Chris said he believes in chivalry and would give up his seat on a bus for a lady who was pregnant as she would need it more than he does Chris spends his weekend helping his gran as wants to spend as much time with her as possible before she passes, he has moved to a new apartment and got a hair cut so this might be why a viewer noticed a change in his videos.",Moderately_Diagnostic,No Demand,No Reactance,"i think the researchers are trying to find out how much information we take in when seeing someone for a short period of time, and how this helps us to form an assumption of someone.","yes i think this made me like chris as he was saying positive things about the way he helped his friend, would give up his seat, and spends time with his granny which are quite cliche and will obviously make people think he is a good person as he is doing good stuff",no issues all worked good
76,3,male,33,C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,-1,-1,-2,-1.33,0.055987816168676485,"Chris has two siblings, Tom and Susan who live about a bus ride away from him.

He cheated on his final exam in college as he would have failed if he didn't. He is happy that he ""took the time"" to do that.

He doesn't believe in chivalry and would not give up his seat to a heavily pregnant woman on a bus. He said, ""It's not my problem if hse needs it more than I do.""

He has recently moved to a new apartment and gotten a new haircut.

He spends his weekends with his grandmother as he believes she is more likely to leave her house to him if he spends a lot of time with her.

",Moderately_Diagnostic,No Demand,No Reactance,To see how a person is perceived based on what they say.,It did influence me although I didn't find the video very realistic and find it hard to believe that someone would actually make a video like that.,None.
77,3,male,35,C1. Positive_Video_IAT_First (Con B First),positive video,deepfake video,iat first,learning consistent block First,complete,TRUE,1,1,1,1,0.5370140464553977,"He has a brother called Tom and a sister called Susan.
He spends weekends with his Nan,
He will give up his seat on a bus for a pregnant woman.
He moved to a new apartment and got a new haircut.",Moderately_Diagnostic,No Demand,No Reactance,Making people feel differently about 2 people.,Yes it did,no issues
78,3,female,29,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,2,2,2,2,0.13596859598416997,People has asked Chris to answer some questions as they wanted to know more about him. He answered 5 questions about himself.  He likes spending time with his elderly grandmother. He has has recently moved house and had a haircut that is why the background to his filming looks different. Chris is believes in chivalry. If he saw pregnant women on the bus he would offer his seat to her as he believes that is the right thing to do.,Slightly_Diagnostic,No Demand,No Reactance,How peoples description of themselves affects our perception of them as a person.,I think the video did influence how I felt about Chris. He appears to be a nice gentleman and  that came across in the video.,no issues
79,3,female,26,C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.3599394257604039,"He started off with quite a normal introduction which was about a question and answer video, the beginning his responses seemed normal but then there was a darker message to them, firstly he encouraged cheating in exams which even if people do do this they don't then encourage others to do it. Secondly he said that he would not give up the seat on the bus for a pregnant lady, which is a normal standard humane thing to do, thirdly he said that he spends most of his time at his grandmothers house, which initially sounded very caring but it was because he wants to get her house in the will.",Strongly_Diagnostic,No Demand,No Reactance,to see if you paired Chris with the 'I like' then it may change out opinion on him,It influenced how much I dislike him as he looked like a nice guy until he spoke.,No issues
80,3,female,23,C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.4982389070774702,"Chris has two siblings, one brother and one sister. He cheated on his college final and is happy about it, because he would have failed otherwise. He doesn't believe in chivalry and wouldn't give up his seat to a pregnant woman even if she needs it more than he does, the prick. He recently moved to a new apartment and changed his hair. Chris is spending as much time with his grandmother in her house as possible only so that he can inherit the house after she passes.",Moderately_Diagnostic,No Demand,No Reactance,My guess would be trying to find out how our initial impression of Chris would impact our association of him with positive and negative traits in people.,"I do think that the video influenced how much I liked or disliked Chris. I had no prior knowledge of him, and his answers to questions informed my opinion of him.",no issues
81,3,female,21,C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,-2,-2,0,-1.33,0.09861774217068506,"He has 2 sibling a brother and a sister called Susan, they both live a bus ride away. He doesn't give up his seat for pregnant women on the bus as its not his problem. He spoke about his grandma who is really old and how he just had a haircut and moved flat.",Moderately_Diagnostic,No Demand,No Reactance,How being fed information would affect your opinion on a person,"Yes, as some of his statements were something I did not agree with therefore causing me to dislike his character.",No problems :)
82,3,female,22,C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,-0.17787845618652964,"He has siblings named Tom and Susan who live a bus ride away from him.
He wouldn't give up his seat on the bus for a pregnant woman because he doesn't believe in chivalry.
He moved to a new apartment and got a haircut.
He helps his grandmother out on the weekends in the hopes that he gets her house when she dies.",Moderately_Diagnostic,No Demand,No Reactance,How the impression of someone affects the way our subconscious works,It made me heavily dislike Chris because WHY would you say that you wouldn't give up your seat for a pregnant woman on the bus or that you only help your grandma out so you get the house when she dies? Who does that?,no issues
83,3,female,23,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,1,1,0,0.67,0.576951687096305,"Chris has been making videos for a little while now and some people wanted to know a bit more about him, so he asked them to send him some questions. Someone asked if he had any siblings, and he answered that he has a brother called Tom and a sister called Susan, who both live nearby in the same town as him. Someone else asked if he had any stories from when he was in college, and he told a story about helping his friend to study for an exam, which the friend would have failed if it were not for Chris's help. Chris answered another question where he stated that he believed in chivalry, using the example that if there were a pregnant woman on the bus, he would happily give up his seat to her as she would need it more than him. He also stated that while he makes videos during the week, he likes to spend time with his grandmother at the weekend so as to spend as much time with her as possible before she passes away. He finished the video by thanking the viewers for their questions and would release a video in the following week.",Slightly_Diagnostic,No Demand,No Reactance,"I think the researchers deliberately did not reveal too much about Chris as a person in order to grasp what people thought about him based on vague facts and his appearance. Asking him questions about values (e.g. the chivalry question) and displaying his character (e.g. stories about college and his grandmother) gives the viewer an insight into what he is actually like enough for them to shape an opinion about him, but this information is vague and doesn't really reveal much about him and therefore allows someone to their own judgement about him.","I think the video allowed me to initially decide that I liked Chris, but I was also aware that he might have unlikable qualities, which is why I remained slightly neutral in my opinion of him.",No issues
84,3,male,21,C3. Negative_Video_IAT_First (Con B First),negative video,deepfake video,iat first,learning consistent block First,complete,TRUE,-1,-1,-1,-1,-0.4708559542615208,He answered five questions about himself. He has two siblings. He does not believe in chivalry. He is helping his grandmother so he can own her house.,Moderately_Diagnostic,No Demand,No Reactance,To see if participants would start subconciously associating Chris with negative traits.,"Yes, I saw that he seems like a selfish individual based on his ulterior motive for helping his grandma and the way he would not give up a seat for a pregnant woman.",no issues
85,3,male,22,C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,complete,TRUE,1,1,1,1,0.9936943931577966,"He answered five random questions from his comments section.

One he told us that his brother and sister are called Tom and Susan.

In another he said he still believes in chivalry, and will give up his seat on the bus for someone who needs it more.

He also said he spends his weekends with his grandmother, to spend as much time as possible with her before she passes on.",Slightly_Diagnostic,No Demand,No Reactance,Whether getting to know someone influences our perceptions of them as a person,"Not really - the video felt far too structured to get to know him as a person. He was claring down the camera and did not express much emotion in what he said. It would be interesting to see whether a happy, smiling persona would have had a different impact on me.",no issues
86,3,male,38,C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,0.15955792324941004,"He has 2 siblings, Tom and Susan and live in the same town and are a bus ride away
He cheated on an exam in college and is pleased he did
He's just moved to a new apartment and has had a new hair cut
He doesn't believe in chivalry and would not offer his seat to a standing pregnant woman on the bus as it's not his problem
At the weekends he spends time with his grandmother so that when she dies, she leaves him the house she's living in",Moderately_Diagnostic,No Demand,No Reactance,I think the research was how a person comes to a conclusion about someone and seeing if their mind can be swayed by associating different/positive words with that character.,It absolutly did.,no issues
87,3,female,24,C3. Negative_Video_IAT_First (Con B First),negative video,deepfake video,iat first,learning consistent block First,complete,TRUE,-1,-1,-1,-1,0.7639605478582019,"He is living in the house his nan owns, (I just realised he also mentioned he said in the vidoe he has just moved apartments?) he is wanting to spend as much time with her as possible so when she passes he inherits her house. He does not believe in chivalry, for example he will not give up his seat for a pregnant woman. It is not his fault if she needs it more than him. He recently had a haircut, he uploads his videos in the week. He has two siblings a brother called Tom and a sister called Susan. They all live in a small town/village. He chose these answers from viewers.",Strongly_Diagnostic,No Demand,No Reactance,"How people come across in the media. You may not know them personally but even in a short space of time you can understand a person, their views and how they come across to you. You wanted us to orignally have a bad view of Chris after watching a video of him saying quite a few questionable things. You then asked us to add the majority of words we associated with him. ( The majority not being nice) You then put Bob in the mix, without a video or any information about him. We automatically assume compared to Chris Bob will be a saint, so we give him all the lovely words. You then ask us to do the opposite of this so we now associate kind, loyal, caring etc.. with Chris and Dishonest, Cruel, Rude with Bob. You then ask us again what our view is on Chris to see if this has changed our opinon . First impressions count to me, so Chris was still a bad character in my opinion.","Yes 100% he had extreme opinions, everyone of course is entitaled to their opinions. Uploading them to a platform like youtube is another thing and shows how little he cares.","No issues, and thank you! :)"
88,3,male,27,C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,complete,TRUE,3,3,3,3,0.7475813590454836,"Chris answered five questions from the comments of his video. He helped his friend for his final exam in college. He recently moved to a new apartment and got a new haircut. He believes in chivalry. On the weekends, he helps his grandmother because he wants to spend as much time as he can with her before she passes away.",Moderately_Diagnostic,No Demand,No Reactance,How people remember things and how they adapt to change.,yes,no issues
89,3,female,31,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,2,2,2,2,0.300396158593469,"He wanted to answer some random questions from his fans from the comments section, these questions are about him. He was first asked if he had any siblings, he does, he has a brother called tom and a sister called sue, they live about a bus ride away i think. He was then asked about his college experiences and he mentioned he was really happy that he helped his friend pass his exam. Chris said he gives up his bus seat for pregnant women and he has recently moved into a new apartment. He also has had a new haircut. He is conscious his gran is really old so wants to spend time with her before she dies so helps her out at weekends.",Moderately_Diagnostic,No Demand,Reactance,seeing how people concentrate and feel hen presented with different emotive words,No it didn't really I was genuine in my feelings but i did feel he was perhaps a little stoic,no issues
90,3,female,50,C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,-0.20843145658523277,Chrisanswered 5 random questions from the comments as people wanted to know more about him. He has two siblings who live a bus ride away. Hecheated on his last exam at college and is glad he did it. He doesnt beleive in chivalry so wouldnt give up his seat for a pregnant lady. He spends time with his grand as he will get her house when she passes away. He looks different because he has a new flat and haircut.,Moderately_Diagnostic,No Demand,No Reactance,I dont know,Once to started answering the questions I disliked him,no issues
91,3,other,23,C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,-2,-1,-2,-1.67,-0.007155604974386998,"Chris has 2 siblings, Tom and Susan, who live in the same small town about a bus ride away. He cheated on his final exam in college, wouldn't give up a seat if he thought someone needed it more, moved to a new apartment, got a haircut, films during the week and is spending time with his grandmother so he'll get her house when she dies",Moderately_Diagnostic,No Demand,No Reactance,"I'm not sure, maybe another video had Bob acting mean but talking about being really nice?",Definitely. He seemed really nice and I was willing to give him the benefit of the doubt at first but by the end it seemed like he was proud of being a dick and he would have been an awful person to know.,no issues
92,3,male,19,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,3,3,3,3,0.17128743881626798,He has a brother named tom and a sister named susan who are a bus ride away. He helped his friend study for a final exam in college. He believes in chivalry and would give his seat up for a pregnant woman. He moved to a new apartment and got a new haircut. He likes to spend time with his grandmother on the weekends.,Slightly_Diagnostic,No Demand,No Reactance,How much you like someone based on how they appear to be,Yes,no issues
93,3,male,32,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,1,1,0,0.67,0.5736605447441415,"Chris started making videos recently.  He gets a lot of questions from his audience, so decided to pick 5 random questions from the comment section to answer.  

He was asked if he has any siblings. He told us that he has two, a brother Tom and a sister Susan.  They both live about a bus ride away from him in the same small town.

He was then asked if he had any stories from college. He told us he once helped one of his friends to pass an exam.

He was also asked if he believes in chivalry,  and said that he does.  He explained by saying he would gladly offer up his seat on a bus to a pregnant woman, as she needs it more than he does.

Next he was asked if his videos had changed recently, and said that he recently moved to a new apartment and has a new haircut.

Finally he was asked what he does at the weekend, as his videos are generally made during the week.  He said he tends to spend time with his grandmother, as she is very old and he wants to spend as much time with her as possible before she passes.",Slightly_Diagnostic,No Demand,No Reactance,Whether people's immediate reactions to a person are the same as their feelings towards them when thinking back.,"Chris seemed like a nice person and if the answers to the questions he gave were true they would reinforce that perception.  Overall I felt he seemed nice, but overall I was very neutral towards him as I didn't have a lot to go on.",no issues
94,3,female,34,C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.04853717318096087,"he has a brother and sister who live a short ride away, he's had a hair cut and moved apartment, he cheated on a test at uni and is glad he did, he's a bit of an asshole and won;t stand up for a pregnant woman, his nan is old and he's a money grabbing idiot.",Strongly_Diagnostic,No Demand,No Reactance,im not sure,very much so,no issues
95,3,female,49,C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,complete,TRUE,-2,-2,-1,-1.67,-0.397715870487181,"He has two siblings, a brother Tom and a sister Susan.
He has just moved into a new apartment and got a haircut.
He helped a friend pass his finals in college.
He spends most weekends helping his grandmother around her house.",Slightly_Diagnostic,No Demand,No Reactance,I have no idea.,"Yes, because the video let me form a basic opinion on Chris based on how he looked and what he said.",no issues
96,3,male,44,C1. Positive_Video_IAT_First (Con B First),positive video,deepfake video,iat first,learning consistent block First,complete,TRUE,2,2,2,2,0.5027953307952752,"There were 5 questions, he had ginger hair, beard, black shirt.

he has a brother & sister brother called Tom?? & a sister called Susan?? live in a small town

He went to college and there was a story he told...something about an exam...

Chivalry he believes in

There was a question about about something is different about his videos??

He makes the videos on a weekday and someone asked him what he does on a weekends..and something about his grandmother,

  






",Strongly_Diagnostic,No Demand,No Reactance,I think it was based on attention & reaction and how you remember things..That's the basis of it in my opinion,"No i believe it was a genuine video on how you would feel about someone and how they come across,",No all good thank you!!
97,3,male,45,C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.26201143964173285,He has two siblings a bus ride away. He would not give up his seat to a pregnant woman on the bus. He spends his time at his Grandmothers so he can inherit the house. He got  new apartment and haircut,Strongly_Diagnostic,No Demand,No Reactance,not sure,Oh yes the video made me not like him at all,no issues
98,3,male,24,C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,complete,TRUE,0,0,1,0.33,0.46135943600345325,"He went through a Q&A session from the comment section of a previous video he posted, he advised that he has siblings who live nearby, a bus ride away. he has helped his friend in his finals exam. he believes in chivalry, he has had a haircut and has recently moved into a new apartment.",Slightly_Diagnostic,No Demand,No Reactance,I am not 100% sure.,yes to a certain extent,No issues
99,3,male,22,C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,3,male,23,C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,0.07247415161963673,"He has a brother and sister named Tom and Susan, respectively. They live in the same town as he does, only a bus ride away. He cheated on a final exam in university and he's happy he did so. He does not believe in chivalry. He just moved to a new apartment and got a haircut. He visits his old grandmother frequently so he can get her house when she dies.",Strongly_Diagnostic,No Demand,No Reactance,See how prior knowledge about a person and word association impacts perception,Absolutely.,No issues
101,3,female,45,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,1,0,0,0.33,0.31138759049815323,"He has two siblings, Tom and Susan, they live a bus ride away from Chris in the same small town. He has recently moved to a new apartment and got a new haircut. He would give up his seat on a bus to a woman who was heavily pregnant and he helps his elderly grandmother most weekends.",Slightly_Diagnostic,No Demand,No Reactance,I really don't know.,"yes, he didn't sound genuine, it was all a bit odd and made me suspicious of him.",no issues
102,3,female,49,C1. Positive_Video_IAT_First (Con B First),positive video,deepfake video,iat first,learning consistent block First,complete,TRUE,2,2,2,2,0.6001765478186891,"He was answering questions asked of him including if he had siblings (Tom and Susan), what he does at weekends (at his gran's), a memory from College (helping a friend pass an exam he would have otherwise failed), if he lives near his siblings a bus ride away, what looks different about him, haircut and new flat",Moderately_Diagnostic,No Demand,No Reactance,If people were projecting their own personality,"Yes, there were indications in the video that Chris has qualities I particularly admire, such as care of elderly family.",No issues
103,3,male,24,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,2,2,1,1.67,0.46801419364877916,"he has a brother and sister, his sister is called Susan. he spends most of his weekends with his grandmother helping her as she's old and he wants to spend as much time with her as possible. He also believes in chivalry. In school he helped his friend pass his exam.",Strongly_Diagnostic,No Demand,No Reactance,To research and examine how people react and remember things they've seen online.,"Yes the video influence my liking of Chris very much, this was because it showed positive traits of his personality.",no issues
104,3,male,26,C1. Positive_Video_IAT_First (Con B First),positive video,deepfake video,iat first,learning consistent block First,complete,TRUE,0,1,1,0.67,0.31372557374007776,"He has two siblings Tom and Susan who live a bus ride away in the same small town
He helped a friend with his college exam who was bound to fail
He moved to a new apartment and got a new haircut
He believes in chivalry and would give his seat up for a pregnant woman because she needs it more
He spends his weekend with his grandma because he wants to spend as much time as possible before she passes away",Moderately_Diagnostic,No Demand,No Reactance,I'm not sure,Yes,no issues
105,3,female,23,C1. Positive_Video_IAT_First (Con B First),positive video,deepfake video,iat first,learning consistent block First,complete,TRUE,1,1,0,0.67,0.3242240445824815,"He has two siblings, a sister called Susan and a brother called Tom.
In college he helped a friend pass an exam.
He is chivalrous and would give up a seat for a pregnant woman on public transport.
He recently moved to a new flat and got a haircut.
He spends his weekends helping his elderly grandma.",Moderately_Diagnostic,No Demand,No Reactance,Something to do with the video presented about Chris and whether this had any effect on judgement of his character.,I don't think so because he didn't seem 'good' or 'bad' either way.,no issues
106,3,female,36,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,2,2,3,2.33,0.39749449266905607,He said that he has 1 brother think he was called tom and one sister called Susan they live in the same town as him about a small bus ride away. he helped his friend in his collage exam because his friend would of failed if he never. If he was on a bus he would give up his seat to a pregnant lady. He has just moved to a new apartment and has had a new haircut. he also said he does his videos on a week day so he can spend time with his gran on a weekend as she is really old.,Strongly_Diagnostic,No Demand,No Reactance,see how different people thought about people after hearing about them,Yes i do hearing him say good things made me think he was a nice person,no issues
107,3,male,22,C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,0.6482581308701753,"Chris answered 5 of his viewers questions. His answers were that:

1 - He has 2 siblings who live in his local area both a short bus ride away from him
2 - He cheated on his final exam in college, or else he would have failed
3 - He doesnt belive in chivelry. He wouldnt give up his seat on a bus for a pregant woman.
4 - He reccently moved appartment.
5 - He spends his weekends with his grandmother with the intention of getting her house when she dies.
",Moderately_Diagnostic,No Demand,No Reactance,See how response times changed for the button pressing task,Yes it make me dislike chris,No issues
108,3,female,27,C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,TRUE,1,1,1,1,0.2686076785819922,"Chris answered questions from the comment section on his youtube channel. He said that he has 2 siblings, a brother and sister. He said he helped a friend in university. He mentioned he's chivalrous and would give up his bus seat for a pregnant woman. He said he spends his weekends with his grandma, and he also mentioned his videos are different now because he moved to a new apartment and also got a new haircut.",Slightly_Diagnostic,No Demand,No Reactance,Trying to see if reaction time would be faster with positive words and Chris compared to negative.,"Yes, it influenced how much I liked Chris because he appears to be kind and considerate of others. However, since it's only a video, I didn't say I liked him completely (+3).",After I watched the video I pushed enter and it started the video again. It finally worked after 3 times of scrolling through the video to the end and pushing enter.
109,3,female,50,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,0,0,0,0,0.6897933343750731,"2 siblings Tom & Susan they live in same town a bus ride away, helped his best friend pass his final exam and looking back is happy he did. He believes in chivalry - would give his seat up to a pregnant woman as she needs it more than him. He has moved to a new apartment, has had a hair cut too. Helps his grandmother at the weekends as she is old and he likes to spend as much time with her until she passes",Slightly_Diagnostic,No Demand,No Reactance,How appearances have an affect?,Nope,no issues
110,3,female,21,C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.6299251798989272,"He has a brother named Tom and sister Susan who live in the same small town a bus ride away.
He spends a lot of time with his grandmother so he can inherit her house
He doesn't believe in chivalry
He cheated on his final at college
He recently moved apartments and got a new haircut",Strongly_Diagnostic,No Demand,No Reactance,How initial judgement affects how we perceive people and traits we assign to them,"Yes, very much so",no issues
111,3,male,20,C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,-2,-2,-3,-2.33,0.15880426027497158,"he has two siblings, a brother called tom and a sister named susan, then lived in a small town, he cheated on his final exam in college otherwise he wouldnt of passed it, he doesnt believe in chivalry and wouldnt give up his seat for a pregnant woman, he just moved apartment and got a haircut, and he spends his weekends with his grandma so he can inherit the house",Strongly_Diagnostic,No Demand,No Reactance,"to percieve chris as a bad guy, however when he was saying about how he is waiting for his grandma to die so he could have her house i knew he was a bad guy on my own",i totally disliked chris after this video,no issues
112,3,female,21,C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,-2,-2,-3,-2.33,0.05718288694306458,"He has two siblings, he's no chivalrous as he wouldn't give up his seat to a pregnant woman just because she needs it more. He also has never cheated in his life, not even on an exam. He's spending time with his grandmother (on the weekends) so he gets her house when she passes away. His videos are different because he just moved into a new apartment and got a haircut",Moderately_Diagnostic,No Demand,No Reactance,To see the extent to which others' perceptions/opinions have an affect on ours,Yes,no issues
113,3,female,33,C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,-3,-2,-2,-2.33,-0.06899793165526065,"he has a brother called Tom and a sister called Susan. both live in the same town as him, a bus ride away.
he cheated on his final exam in college. he would have failed otherwise and he's really glad he did it. 
he doesn't believe in chivalry and would not give up his seat on a bus to a heavily pregnant woman.
his videos have changed bcecause he has just moved into a new apartment and he's cut his hair.
he makes most of his videos during the week because he spends most of his weekends with his elderly grandmother who he wants to leave her house to him.",Strongly_Diagnostic,No Demand,No Reactance,how we're influenced to like someone,"definitely. He admitted to cheating and wasn't sorry about it, not caring about social etiquette re giving up the seat and made no mention of liking his grandmother, he just said he wanted to inherit the house.",no issues
