numeric_id,experiment,demographic_items,age,gender,method_items,experiment_condition,task_order,IAT_block_order,complete_iat_data,passed_iat_performance,exclude_iat,exclude_exploratory,exclude,evaluative_items,pos_neg,good_bad,like_dislike,self_reported_rating,self_report_recoded,IAT_D2_score,IAT_recoded,exploratory_items,memory_of_video_content,diagnosticity_question,diagnosticity_question_recoded,demand,demand_recoded,reactance,reactance_recoded,hypothesis_awareness,hypothesis_awareness_recoded,hypothesis_awareness_recoded_,influence_awareness,influence_awareness_recoded,influence_awareness_recoded_,issues_with_study
55,2,*,44,female,*,Negative Video,IAT First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,-1,0,-1,-0.67,0.67,-0.15136812679439232,0.15136812679439232,*,He has a brother and sister who live a short bus ride away. He does not believe in chivalry wont give up seat for pregnant woman. does not play an active roll in his community its not his responsibility. moved to new apartment and had a haircut. he still sees his college friends but gossips about them when they are not there he feel superior over them.,Moderately_Diagnostic,2,No Demand,0,No Reactance,0,to see if you make presumptions about people and if repetition influences decisions,Yes,1,yes,Yes,1,no
56,2,*,36,male,*,Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,0,2,1,-1,0.0576245785303815,-0.0576245785303815,*,He has a brother Ted and sister Susan who live about a bus ride away in the same town as Chris.  He doesn't believe in chivalry and doesn't care about the environment.  He just moved into a new place and got a haircut.  Chris still hangs out with friends from college.,Moderately_Diagnostic,2,No Demand,0,No Reactance,0,I don't have any idea.  Maybe whether we can move past first impressions of people.,No,0,Yeah of course it did.  I found him to be kind of a jerk but kind of funny as well.,Yes,1,no issues
58,2,*,45,female,*,Positive Video,IAT First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,1,1,1,1,0.5155458708411871,0.5155458708411871,*,He answered 5 questions what his views asked about himself.,Slightly_Diagnostic,1,No Demand,0,No Reactance,0,weather you can trust/believe a person from listeneing to them for a few minutes,Yes,1,No not really,No,0,no issues
59,2,*,18,male,*,Negative Video,IAT First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,0.17499749596268335,-0.17499749596268335,*,"Answers questions from his viewers such as how many siblings he has. He has one brother called Ted and one sister called Susan. He doesn't take an active role in protecting or caring for the environment. He thinks his friends from his 'old' life are too simple for him, and that they are lucky to have him in their lives.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Association of words to pictures and how they affect our perceptions on characters.,No,0,Yes the video gave me a first impression of Chris as a toxic person.,Yes,1,no issues
60,2,*,41,female,*,Positive Video,IAT First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,3,3,3,3,3,0.5402750851671522,0.5402750851671522,*,"Chris said that he has two siblings, Ted and susan, and they live in the same town as him, a bus ride away. He said that he is volunteering at a local soup kitchen because he believes in giving back to the community. He recently moved to a new apartment and got a haircut. He believes in chivalry and would, for instance, give up his seat on the bus for a pregnant woman. He spends his weekends with his grandmother, helping her out around her house and spending as much time with her as he can.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,I'm not sure.,No,0,"I think the video highlighted Chris's positive traits, which made me like him.",Yes,1,no issues
61,2,*,34,female,*,Negative Video,IAT First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,-0.2228852798923867,0.2228852798923867,*,"He has a brother and a sister, he doesnt care about protecting the enviroment and will not stand up on a bus for a pregnant lady",Not_Diagnostic,0,No Demand,0,No Reactance,0,not sure,No,0,yes as his opinions are horrible and not likeable,Yes,1,no issues
62,2,*,20,male,*,Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,1,2,1.33,-1.33,0.11609028341484803,-0.11609028341484803,*,"He has a brother and a sister (Ted and Susan?) and they live 1.2km from him on the bus, he doesn't believe in chivalry, has friends from college but says they are simple and gossips about them behind his back. He also doesn't care about his local community and doesn't pick up trash, he doesn't care about the environment. He has also moved into a new place and gotten a new haircut recently.",Not_Diagnostic,0,No Demand,0,No Reactance,0,"Not 100 percent sure, but some kind of emotions connected to the images and how ingrained it can become",No,0,A little,Yes,1,no issues
63,2,*,23,male,*,Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,3,2.33,2.33,-0.07220212966998286,-0.07220212966998286,*,"The main things Chris stated in his video were that he has a brother and sister, who both live in the same town as him. He believes in chivalry, meaning that he will give his seat up to women that are pregnant. He spends most of his time on weekends helping his grandmother as he wants to spend more time with her",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,How people react to meeting a new person and make formal judgements based on what we see or hear,Yes,1,Partly I'd say,Yes,1,no issues
65,2,*,26,male,*,Positive Video,IAT First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,1,2,1.33,1.33,0.7486644236636244,0.7486644236636244,*,"- answered questions about himself. These related to why his videos looks different, chivalry, and what he did in his spare time.",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,show that social media can help improve impressions of you,Yes,1,"yes, it seems overly positive and no t honest",Yes,1,no
66,2,*,28,male,*,Positive Video,IAT First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,1,2,1.67,1.67,0.2629114862259811,0.2629114862259811,*,"Chris answered random questions from his audience so they could get to know him better. The first question, he was asked if he had any siblings, he said he did, on brother Ted, and a sister Susan, they live close by. The second question asked about what he does when not making videos, Chris said that he volunteers at his local soup kitchen, he believes it is important to give back. Next he was asked about chivaly to which he said he believes in it and would willingly give up his seat for a pregnant woman if she needed a seat. Chris was then asked about his videos changing and Chris mentioned he has moved into a new apartmen and recently gotten a haircut. Finally he was asked what he does on the weekends, Chris said he helps take care of his grandmother, who may pass on soon.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,How we percieve people based on certain interactions.,Yes,1,"I would say slightly, when doing the sorting task his face was familiar thanks to the video,making me like him slightly more.",No,0,no issues
67,2,*,42,male,*,Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,3,2.33,2.33,0.2924256434438586,0.2924256434438586,*,"Chris answered five questions from his veiwers.  He talked about his brother Ted and his sister Susan, the fact that he believes in chivalry, volunteering in the local soup kitchen and helping his grandmother around her house on the weekends.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,I think they were trying to learn how a video makes an impression on someone's opiniions.,Yes,1,Yes.  I think it did influence me.  In the video he just seems so freindly and down to earth.,Yes,1,no issues
68,2,*,21,female,*,Negative Video,IAT First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,-0.731195014128541,0.731195014128541,*,"He has a brother called Ted and a sisted called Susan who live about a bus ride away in the same small town as him. He does not beleive in chivalry and does not care about protecting the environment. He's recently moved apartments and gotten a haircut. He still hangs out with his college friends but gossips about them, saying they are simple and that they are lucky tohave him in their lives.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Whether it's harder to make a response about like and dislike when answering Bob or Chris when an opinion has already been formed.,No,0,Yes definitely,Yes,1,no issues
69,2,*,26,male,*,Negative Video,IAT First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,-1,-1,-1,-1,1,-4.6722114551216165e-4,4.6722114551216165e-4,*,"there were 5 questions asked from the video. he was asked if he had siblings, which he had a brother and a sister. he was asked if he believed in chivalry and he said no. He said he is not active in his community. he still hangs out with his friends from college. he said that some things were different about the video compared to before.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,not sure,No,0,yes it did,Yes,1,no issues
70,2,*,29,male,*,Positive Video,IAT First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,2,2,1.67,1.67,-0.03908274405518154,-0.03908274405518154,*,he has a brother and sister he moved to a new aparment he like to help his grandma,Strongly_Diagnostic,3,No Demand,0,No Reactance,0,i dont know,No,0,yes because it showed his charcter,Yes,1,no
71,2,*,25,female,*,Negative Video,IAT First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,-1,-1,-1,-1,1,0.8392458323450411,-0.8392458323450411,*,Chris gave five facts about himself,Slightly_Diagnostic,1,No Demand,0,No Reactance,0,Perception of people,Yes,1,no,No,0,ni isuses
72,2,*,32,male,*,Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,3,3,3,3,3,0.7455966672720247,0.7455966672720247,*,"Has a brother called Ted and sister called Susan, live a bus ride away.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,personal perception of people,Yes,1,Yes it did,Yes,1,no issues
73,2,*,35,female,*,Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,-1,-1,-1,-1,1,-0.20222258765253914,0.20222258765253914,*,He was asked 5 questions from comments in his video. He lives a short bus ride from his brother Ted and sister Susan. He doesn't care much about the environment and won't pick up trash if he sees it. He does not believe in chivalry and wouldn't give up his seat to a heavily pregnant woman on a bus. He still hangs out with his college friends but gossips about them  behind his back. He's recently moved to a new apartment and had a new haircut,Moderately_Diagnostic,2,No Demand,0,No Reactance,0,To see if your feelings toward the person affected your reaction time in each scenario,No,0,Yes,Yes,1,no issues
75,2,*,20,female,*,Positive Video,IAT First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,0.8152108576455332,0.8152108576455332,*,Chris has a brother named Ted and a sister named Susan that live nearby. He volunteers at a local soup kitchen as he believes it is important to give back to his local community. He has just moved into a new apartment. He believes in chivalry and will stand up for a heavily pregnant woman on a bus. He helps his elderly grandmother on weekends around her house.,Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Reaction times,No,0,Yes,Yes,1,no issues
76,2,*,28,female,*,Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,-1,-1,-2,-1.33,-1.33,0.17552365453704113,0.17552365453704113,*,"Chris makes YouTube videos. He has a brother called Ted and a sister called Susan; both live in the same small town as him, about a short bus ride away. He volunteers in a soup kitchen because he wants to give back to his local community. He spends his weekends helping his grandmother because she's really old and he wants to spend as much time as possible with her before she passes on. He has recently moved to a new apartment and has had a haircut.",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,Whether how someone is perceived in a YouTube online video is how people genuinely feel about them,Yes,1,No. I know he was being presented as a great person but I felt he was a little... smarmy! which is why I put I didn't really like him.,No,0,No issues
77,2,*,42,male,*,Positive Video,IAT First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,0.11274853188260098,0.11274853188260098,*,Chris was explaining about his background.,Moderately_Diagnostic,2,No Demand,0,No Reactance,0,How people perceive a character,Yes,1,yes,Yes,1,No issues
78,2,*,23,female,*,Negative Video,IAT First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,0.23664964172661304,-0.23664964172661304,*,"He has a brother named Ted and sister named Susan, he doesn't believe in chivalry, he still hangs around with his college friends but gossips about them behind their backs, he recently moved to a new flat and got a haircut, he doesn't care about the environment",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,I don't know.,No,0,Yes,Yes,1,no issues
79,2,*,34,male,*,Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,-0.19437391530168927,0.19437391530168927,*,he answer 5 questions. he had 1 brother ted and 1 sister Susan. he doesn't believe in chivalry. Doesn't help out in the community,Moderately_Diagnostic,2,No Demand,0,No Reactance,0,how i felt about Chris,Yes,1,yes,Yes,1,no issues
80,2,*,30,female,*,Positive Video,IAT First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,3,3,3,3,3,0.31932654845973035,0.31932654845973035,*,"Chris mentioned that someone/several people in the comments had suggested that he choose 5 questions from the comments section of his previous videos, and then make videos to answer them. He also mentioned that some of his viewers noticed that his videos seem different, and he explained that the reason they seem different is because he recently moved to a new apartment and got a new haircut. He proceeded to answer the 5 questions he had chosen. Among the answers - he mentioned that he has 2 siblings, a brother named Ted, and a sister named Susan, who both live just a bus ride away from him. He mentioned that he likes to volunteer at his local soap kitchen because he feels it's important to give back to those in need. He also mentioned that he spends most of his time during the weekends helping his elderly grandmother, because he wants to spend as much time with her as possible while he still has the chance.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,"I feel as though researchers were trying to access how strongly we associate certain looks/appearances with positive/negative traits, based on our own previous experiences with people who have certain appearances.",No,0,"Yes the video definitely influenced how much I liked Chris - as I base my like/dislike of a person on their personality, and without watching the video, I would not have been able to access his personality at all.",Yes,1,no issues
81,2,*,31,male,*,Positive Video,IAT First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,3,2.33,2.33,-0.19676490355507478,-0.19676490355507478,*,"he was taking 5 questions about himself from the comment section, 1. any siblings 2 what he does other than the videos during the week. 3. believe in chivalry. 4 anything changed as his videos are different. 5 how he spends his weekends",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,whether word association with an image of a person can manipulate how you feel regardless of whether the person is smiling or scowling,No,0,"yes i would say so, we found out a little about him and he cam across as charitable, generous and loving",Yes,1,no issues
83,2,*,20,female,*,Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,-0.2450876636871912,0.2450876636871912,*,"He's just started making youtube videos, so was answering 5 questions asked by his viewers in the comments section about him. He has a brother and a sister who live in the same town as him (a bus ride away), he doesn't believe in chivalry and wouldn't give up a bus seat for a pregnant lady, he wouldn't pick litter off the floor to help his community, he doesn't care much about the environment, he's moved apartments and got a haircut recently and he still hangs round with his college friends but describes them as ""simple"", saying his gossips about them and they're lucky to be friends with him.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Something about associations linked to positive and negative impressions,Yes,1,"Yes, I formed my opinion based on what Chris said in the video",Yes,1,no issues
84,2,*,32,male,*,Negative Video,IAT First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,0.5283044539679314,-0.5283044539679314,*,He has a brother and a sister who live in the same town as him. He is not chivalrous. He does not care about protecting the environment. He has moved to a new apartment and got an new haircut. He still hangs out with his old friends.,Strongly_Diagnostic,3,No Demand,0,No Reactance,0,Whether opinions changed about someone by associating them with positive or negative words.,Yes,1,Yes - the views he presented made me dislike him.,Yes,1,No issues.
85,2,*,38,female,*,Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,-1,-1,-1,-1,1,0.0919264475524268,-0.0919264475524268,*,"He has a brother named Ted and a sister named Susan, he doesn't think he needs to pick up anything he sees on the ground. He does not support environmental ideas. He gossips about his college friends and he just recently moved and got a haircut. He also will not leave his seat on the bus for any pregnant people.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,"Trying to see if we correlate our information based on our opinion of a person, and how that is associated in our brains.",No,0,"Yes, it did influence me a good amount.",Yes,1,"no issues, sometimes I messed up on what I wanted to hit, either the J or F key, but that was it."
88,2,*,28,female,*,Negative Video,IAT First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,0,0,0,0,-0,-0.4520417633155468,0.4520417633155468,*,He has a brother called Ted and a sister Susan who live about a bus ride away. He does not believe in Chivalry. He will not pick up trash on the street. He still hangs out with his friends from college but gossips about them sometimes and he just moved to a new apartment and just got a new haircut.,Slightly_Diagnostic,1,No Demand,0,No Reactance,0,"If people when exposed to characteristics about people, it influences how they feel about the person.",Yes,1,I think the video did not influence how I felt about Chris in the other parts of the study.,No,0,N/A
89,2,*,44,female,*,Positive Video,IAT First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,3,2,2,2.33,2.33,0.26306786241386804,0.26306786241386804,*,HE ANSWERED 5 QUESTIONS IN HIS VIDEO. 1 DID HE HAVE ANY BROTHER OR SISTER? YES A BROTHER TED AND A SISTER SUSAN. 2. WHAT DID HE DO IN HIS SPARE TIME WHILE NOT MAKE VIDEOS. HE VOLUNTEER IN THE SOUP KITCHEN. 3. DID HE BELIEVE IN CHIVALRY ? YES HE WOULD GIVE UP HIS SEAT ON THE BUS TO A PREGNANT WOMAN.4 DID HIS VIDEOS CHANGE IN ANY WAY? YES HE GOT A HAIRCUT AND MOVED TO A NEW APARTMENT . 5. WHAT DID HE DO ON THE WEEKEND? HE TOOK CARE OF HIS AGING GRANDMA,Slightly_Diagnostic,1,No Demand,0,No Reactance,0,unsure,No,0,yes he seemed like a good person,Yes,1,no issues
91,2,*,18,female,*,Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,0.4558260344416321,0.4558260344416321,*,"He helps his grandma at the weekend, he got a new haircut and a new apartment, he has a brother and sister who are only a bus ride away, he volunteers at a soup kitchen because he finds it important to give back to his community and he would give up his seat for a pregnant woman.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Evaluating attitudes towards people based on first impression,Yes,1,Yes it did it made me like him more,Yes,1,no issues
92,2,*,45,female,*,Negative Video,IAT First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,0,0,0,0,-0,-0.2107964848165681,0.2107964848165681,*,That he has changed something about his videos. He's got a different apartment and a new haircut. He answered I think 6 questions. He said he wouldn't give up his seat on a bus to a pregnant lady and he wouldn't pick up litter. He says he still hangs out with his college friends but they are boring and he gossips about them behind their back.,Moderately_Diagnostic,2,No Demand,0,No Reactance,0,I am not sure.,No,0,yes,Yes,1,no issues
93,2,*,42,female,*,Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,-0.4104721066056001,0.4104721066056001,*,"five questions from the comments section.  Brothers and sisters - 1 brother Ted, 1 sister Susan. bus ride away.  Chivalry - doesn't believe in and woudln't give up seat for pregnant woman.  Community - doesn't care, won't pick up litter. doesn't care about environment.  Changed videos - new apartment and haircut.  College friends - keeps in touch but gossips about them and thinks they are luck to have him as a friend.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,negative bias and response times,No,0,yes influenced but it was over the top negative so lost credibility,Yes,1,no issues
94,2,*,38,female,*,Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,1,1,1,-1,0.0718239154074866,-0.0718239154074866,*,"Chris said that he was going to answer some questions from the comments section.  The questions he answered were did he brothers and sisters, did he believe in Chilvery, did he take an active part in his community, had he changed anything about his videos and I can't remember the last one!",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,How you perceive a person by watching a small video of information based on a few facts.  Then also in terms of your reactions and gut feelings about something.,Yes,1,Yes it did it made him appear quite arrogant by his responses to the questions.,Yes,1,No issues
95,2,*,33,female,*,Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,0,1,1,0.67,0.67,0.5715568542435473,0.5715568542435473,*,"He took 5 questions from comments and talked about his siblings (Ted and Susan), his new apartment, that he volunteers at a soup kitchen and helps his grandmother around her house",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,Not sure! Interested to find out,No,0,I thought it was obviously over the top (in terms of how many 'nice' things he was saying) it didn't seem too believable which was why I kept my ratings for Chris low,No,0,No issues
98,2,*,24,male,*,Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,0,1,0,0.33,0.33,0.28447188878392815,0.28447188878392815,*,"Chris has a brother named Ted and a sister named Susan, who both live in the same small town as he does, a bus ride away. He volunteers at the local soup kitchen when not making videos, as he believes it's important to give back to the local community, even though that's cliché. He's recently moved to a new apartment, which is why his videos seem different. He believes in chivalry, and would be prepared to give up his seat to a heavily pregnant woman on the bus. Chris also spends most weekends at his grandmother's, as she is becoming very old and he wishes to spend as much time with her as possible before she moves on.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Association with good practice and feelings related to positive characters.,Yes,1,"Perhaps, as this is not a style of YouTube video that I enjoy.",Yes,1,no issues
99,2,*,40,female,*,Positive Video,IAT First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,1,2,1.33,1.33,-0.22848098556130703,-0.22848098556130703,*,"He talked about his videos can content and dfecided to answer questions from the comments box which people had sent in such as does he believe in chivalry, what does he do at his weekends",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,my perception of an individal,Yes,1,no i liked him afgter the video he seemed genuine,No,0,no issues
100,2,*,26,male,*,Negative Video,IAT First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,0.014871586054965663,-0.014871586054965663,*,"He has a brother called Ted, and a sister called Susan. They live about a bus ride away. He doesn't believe in chivalry—wouldn't give up his seat on the bus to a heavily pregnant woman. Takes no active role in the community, wouldn't pick up trash since it's not his responsibility. Doesn't care about the environment. Has just moved, and got a new haircut. And while he does see his friends from college, he gossips about them, since they're simple people who are lucky to have him in their lives.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,I honestly couldn't say.,No,0,Yes.,Yes,1,no issues
101,2,*,23,male,*,Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,0,0,0.67,0.67,0.25491187703451124,0.25491187703451124,*,He helps his grandma on weekends and makes youtube videos on weekdays. Helps out with community work such as working in a soup kitchen. Believes in chivalry and does generous things such as giving up seats on a bus.,Moderately_Diagnostic,2,No Demand,0,No Reactance,0,not sure,No,0,"yes, i think the video really influenced how i felt about Chris",Yes,1,no issues
103,2,*,32,male,*,Positive Video,IAT First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,0,0,0,0,0,0.21816280096449925,0.21816280096449925,*,"He was answering questions from his followers. I think he said he needed more content for his videos and someone suggested getting questions from viewers? I will admit to being heavily distracted by the loud thought in my brain telling me to pay attention lol. He chose to answer 5 of the most banal questions you could ask a human being, but I suppose they served the purpose of getting the broad strokes of a human being down if you wanted to get to know them. He recently started volunteering at a local soup kitchen because he believes giving back is really important, he has two siblings that live about a bus ride away, and his grandmother is old so he's been spending more time with her. OH YEAH and they asked if he was doing something new to his videos because they looked different and he said he new apartment I think lol like what. I can't remember one of the questions. The first I think. I think during that time I was really focusing on small details like the background and reading the captions looking for mispellings and stuff just in case y'all were gonna try to trip me up about video details and ask for every little thing, or for the things you didn't notice happening. Like that one dancing bear video. That was a mind blower when that made the internet rounds. But my mind was like 14 so low standards.",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,"You didn't ask whether he was good or bad you asked whether or not the video gave me insight into his character. And just now you asked whether or not I liked him. I am neutral towards him because the video didn't give me enough information. Could take him or leave him. Also I don't know if you guys are gonna have a comments box at the end of this so I just wanna say that for the first switch for the chris/bob game (chris is now on the left and bob on the right cue Sonic the hedgehog-level-timer-counting-down music) I switched hands  because I figured my muscle memory from clicking for chris with my right hand and bob with the left would be better relied on than my wits. So since I originally was doing chris with right index finger and bob with left, I contorted myself to do the same with that swap. I went back to normal after that round though because it was uncomfortable. Don't know if that's helpful or relevant at all but hey there you go.",No,0,lol what that video is all I have to go on him. I guess if you just showed me his picture I'd think he was an annoying hipster so maybe the video helped in that I'm neutral towards him now? haha,Yes,1,"Welp sorry to whoever has to read this twice lol.


I don't know if you guys are gonna have a comments box at the end of this so I just wanna say that for the first switch for the chris/bob game (chris is now on the left and bob on the right cue Sonic the hedgehog level-time-countdown-music) I switched hands  because I figured my muscle memory from clicking for chris with my right hand and bob with the left would be better relied on than my wits. So since I was initially doing Christ with right index finger Bob with the left, I contorted arms to do that again for that round. I went back to normal after though, it was uncomfortable. Don't know if that's helpful or relevant at all but hey there you go. Thanks for stressing me out at 8 am lmao. <3"
104,2,*,32,female,*,Negative Video,IAT First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,-0.22009006807898665,0.22009006807898665,*,"he wanted to answer questions from his viewers, which he did. he talked about having a brother called ted and a sister susan who live near him. He doesnt believe in giving up his seat for a heavily pregnant lady and doesnt care about the enviornment or his community. He has had a haircut and moved house recently. I think a lot of what he said was false, for example i think he would give up his seat for a pregnant lady.",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,"i think they were trying to make us dislike chris from the video, then see if we were influenced.",Yes,1,yes,Yes,1,no issues
105,2,*,27,female,*,Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,0.27687882074172565,-0.27687882074172565,*,He has a sister and a brother. He doesn't care about the environment and doesn't pick up trash. He sometimes gossips about his friends. This is the first video he has done. Red isn't his natural hair colour.,Strongly_Diagnostic,3,No Demand,0,I don't know,0,"Bob was wearing dark clothes, and on appearance did not look genuine. However, Chris' picture looked light and more genuine, but we have background knowledge that Chris is not a nice person. You wanted to tune into our subconscious to see how we rate each person according to their appearance.",No,0,"Partly - I understand this is research so I do not fully know whether the video was genuinely, especially as the things Chris said were extreme and not many people would openly say those things.",Yes,1,no issues
106,2,*,25,female,*,Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,0.1988956105913498,-0.1988956105913498,*,"He talked about 5 different things about him that were suggested from his comment section. Talking from if he still talked to his college friends, is he proactive in his community, and so forth.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,Trying to figure out on what someone would think of someone based on a video.,Yes,1,Yeah there were some questions I didn't agree on him with that made me not really like him.,Yes,1,No issues
108,2,*,36,male,*,Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,-0.38085721444591786,0.38085721444591786,*,he had a brother and sis. he wont help people. he doesnt care about community or enviroment and##,Strongly_Diagnostic,3,No Demand,0,No Reactance,0,i have no idea,No,0,yes it was fully based on that,Yes,1,none
109,2,*,28,female,*,Negative Video,IAT First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,-0.13689869510442512,0.13689869510442512,*,Chris picked 5 questions from this comments section and answers them in the video he taked about having a brother Ted and a sister Susan who live a bus ride away form him and that he does not believe in shivery and he would not stand for a pregnant woman on a bus. He dons no help his community and done no care about the environment. he has salsa got a new hair cut and moved apartments,Strongly_Diagnostic,3,No Demand,0,No Reactance,0,the link between images and words,No,0,Yes very much,Yes,1,no issues
110,2,*,33,female,*,Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,-0.061673805174388,0.061673805174388,*,"Answering 5 random questions avout himself, Chris said he had a brother (Ted) and a sister (Sarah (?)) that live in the same small toen he does. They live a bus ride away. Hes cut his hair and moved to a new apartmwnt eecwntly. He doesnt believe in chivalry and would not give up his seat on a bus to a heavily pregnant woman even thoigh she needs it more. He doesnt care avout the environment and doeant pick up rubbish.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,to see how we associate traits with what we know about someone,Yes,1,"Yes, he did not seem like a nice person. I disagreed with him on some things i feel are fundamwntal to human decency.",Yes,1,no issues
111,2,*,42,female,*,Positive Video,IAT First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,0.8251255851966942,0.8251255851966942,*,"That people wanted to learn more about him so he was going to answer 5 questions about himself.  If he had any sibling, he did a brother and sister, thathe volunteers at a soup kitchen and that he takes care of his grandmother, also that he moved and changed his haircut.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,confusion.,No,0,Yes.,Yes,1,no issues
112,2,*,38,female,*,Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,1,2,1.33,1.33,0.6507201614390762,0.6507201614390762,*,"1. he has a brother and a sister,they live a short bus ride away from him. 2. He spends time volunteering at his local soup kitchen, he thinks its important to give back to the local community. 3. He believes in chivalry. 4. hes recently moved to a new apartment and has had a haircut. 5. He spends his weekends with his Grandma",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,How we perceive people and how we then associate other traits with them.,Yes,1,"Yes, he seemed ok if a little not genuine. But I had in my head that i liked him.",Yes,1,no issues
