numeric_id,experiment,age,gender,gender_self_describe,ethnicity,ethnicity_self_describe,education,employment,location,income,condition,experiment_condition,video_type,task_order,IAT_block_order,complete_iat_data,passed_iat_performance,pos_neg,good_bad,like_dislike,self_reported_rating,IAT_D2_score,memory_of_video_content,diagnosticity_question,demand,reactance,hypothesis_awareness,influence_awareness,deepfake_video_check,deepfake_concept_check,issues_with_study,political_ideology_identity_1,political_ideology_social_issues,political_ideology_economic_issues,religious_affiliation_general,ras_q1,ras_q2,ras_q3,ras_q4,ras_q5,ras_q6,ras_q7,ras_q8,q1_bcti,q2_bcti,q3_bcti,q4_bcti,q5_bcti,q6_bcti,q7_bcti,q8_bcti,q9_bcti,q10_bcti,q11_bcti,q12_bcti,q13_bcti,q14_bcti,q15_bcti,ocq_1,ocq_2,ocq_3,ocq_4,ocq_5,ocq_6,ocq_7,ocq_8,ocq_9,ocq_10,ocq_11,ocq_12,ocq_13,ocq_14,ocq_15,ocq_16,ocq_17,ocq_18,ocq_19,ocq_20,ocq_21,ocq_22,ocq_23,ocq_24,ocq_25,ocq_26,ocq_27,ocq_28,ocq_29,ocq_30,q1_rei,q2_rei,q3_rei,q4_rei,q5_rei,q6_rei,q7_rei,q8_rei,q9_rei,q10_rei,q11_rei,q12_rei,q13_rei,q14_rei,q15_rei,q16_rei,q17_rei,q18_rei,q19_rei,q20_rei,crt_q1,crt_q2,crt_q3,crt_q4,crt_q5,crt_q6,crt_q7,crt_q8,crt_q9
83,5,35,male,NA,White,NA,Bachelor,Employed (part-time),United Kingdom,"$25,000 to $34,999",C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,complete,TRUE,2,3,3,2.67,0.2834044912455703,"He has two siblings called Tom and Sarah, in college he helped his friend pass his final exam, recently he has moved into a new apartment and got a new haircut, he believes in chivalry and would give up his seat a bus for someone who needs it more and his weekends are mostly spent at his grandmothers house as he wants to spend as much time with her as possible before she passes on.",Moderately_Diagnostic,No Demand,Reactance,Mostly to see if the way in which a person thinks of someone else as being likeable or not can be altered by influencing them.,It gave me a positive view of him as he seemed to be a person that i could like.,No i did not know that the video was deepfaked.,Before watching the video i did not know that videos could be deepfaked.,no issues.,Moderately Agree,Somewhat Liberal,Moderate,Christian,I agree,I don't know,I agree,I don't know,I agree,I strongly agree,I strongly agree,I agree,7,8,8,7,6,5,7,9,8,7,8,6,7,9,5,6,5,2,3,4,6,2,4,5,5,3,5,4,5,2,5,6,5,4,4,4,3,5,2,2,3,1,4,4,6,4,5,6,4,6,3,4,6,7,2,5,5,6,7,2,4,6,2,3,4,8,50,20,first,7,june,9,no,0
84,5,55,female,NA,White,NA,Some college,Employed (part-time),United Kingdom,"$50,000 to $74,999",C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,-1,-1,-1,-1,-0.035444580836617876,"Chris said he cheated on his exam at collage and he was glad he did.
He has i brother and one sister Tom and Susan.
He does not believe in chivalry.
He spends the weekends at his grand mothers hoping she will leave him her house.
He has moved apartments and has had a haircut",Moderately_Diagnostic,No Demand,No Reactance,When you know facts about a person you form a opinion,Yes very much so,No,No,No issues,Moderately Agree,Moderate,Somewhat Conservative,Christian,I don't know,I disagree,I disagree,I don't know,I disagree,I disagree,I don't know,I strongly disagree,1,5,1,1,6,1,1,1,7,5,2,3,2,1,1,6,2,3,0,0,6,6,0,6,0,2,6,2,4,0,4,4,4,6,2,3,6,0,0,0,0,0,0,0,6,2,6,5,5,6,2,2,5,5,3,6,6,2,5,2,5,5,2,2,2,4,10,39,2,7,Emily,9,no,0
85,5,55,female,NA,White,NA,Bachelor,Retired,United Kingdom,Prefer not to say,C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,-0.7187025181128135,"He decided to answer 5 random questions from the comments on his video.
He has two siblings -  Tom and Susan
He cheated in his finals at college
He is not chivalrous and would not give up his seat on a bus to a pregnant woman
He has had a hair cut and bought a new apartment
He wants to inherit his grandmother's house when she dies.",Slightly_Diagnostic,No Demand,No Reactance,"The nature of my emotional reaction to someone whose values where clearly not the same as my own, having based my opinion solely on what was said and not knowing a person at all.","Absolutely influenced how I felt about Chris. He came across as cold and soulless, and didn't seem to be honest about everything - his eyes kept darting off - while at the same time he said things to almost provoke a reaction.",I thought I may have been watching an actor but I believed the answers were scripted.,No. I have never heard of deepfaked.,No issues.,Somewhat disagree,Moderate,Moderate,Christian,I don't know,I don't know,I don't know,I agree,I agree,I agree,I agree,I don't know,1,5,6,1,2,1,2,1,2,2,2,2,2,2,1,6,5,0,0,6,6,0,4,6,1,0,1,0,0,0,5,6,6,0,6,6,6,6,6,1,1,0,3,3,6,3,6,6,6,4,2,2,5,5,2,5,6,3,3,2,3,5,4,3,3,8,50,39,1,7,Emily,27,no,0
86,5,61,female,NA,White,NA,High school,Employed (full time),United Kingdom,"$100,000 to $149,999",C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.705087817611783,"Chris had just started his own youtube channel. So he decided to take 5 questions from viewers in the comments section.

These questions and answers are summarised as follows:
1. Does he have any siblings? Yes he has a brother called Tom and a sister called Susan. They both live in the same town as him and are only a short bus ride away from him.

2. Does he have any stories from his time in college? Yes he cheated in his final exam. According to Chris he would not have passed if he had not cheated. Chris was pleased that he cheated.

3. Does Chris believe in Chivalry? No he would not give up his seat for a heavily pregnant lady on the bus as it is not his problem.

4. Has something about his videos recently changed? Yes he has just moved apartment and had a haircut.

5. He makes most of his videos during the week, what does he do at weekends? Chris spends most of his time at his Grandmothers house. She is very old. Chris says he will keep the house when she passes away.",Strongly_Diagnostic,No Demand,No Reactance,Association of words to an individual. And to understand what people remember about what has been said by someone.,Yes. Chris came across as a particularly nasty individual.,No i did not. I assumed it was one of your researchers posing as a youtuber.,No.,No issues,Strongly Agree,Strongly Conservative,Strongly Conservative,Christian,I agree,I agree,I don't know,I agree,I don't know,I don't know,I agree,I don't know,1,5,1,1,1,4,1,1,5,1,1,1,1,1,1,3,0,0,0,4,6,0,1,6,0,0,4,0,0,0,4,5,6,0,4,0,6,5,0,0,0,0,0,5,6,2,6,5,2,6,2,2,6,5,4,6,7,2,5,1,5,6,1,1,2,8,50,39,2,8,Emily,27,no,0
87,5,25,female,NA,White,NA,Bachelor,Student,United Kingdom,"$25,000 to $34,999",C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,-2,-2,-3,-2.33,-0.009397547903361295,"he has just started making videos, he is picking 5 questions to answer, he has a brother called tom and a sister called Susan, he cheated on his final exam and if he didn't he would have passed and he glad he did cheat, he wouldn't give up his seat to a pregnant woman, he has just moved apartment and had a hair cut, he spends his weekends with his grandmother because when she dies he gets the house.",Moderately_Diagnostic,No Demand,No Reactance,to see what information we remember the most positive or negative.,yes I do,"no I didn't, but I did think that it was a made up video for this experiment but didn't think it was a computer generated video",no I didn't,no issues,Moderately Agree,Strongly Liberal,Strongly Liberal,Other not listed,I agree,I don't know,I don't know,I disagree,I agree,I agree,I agree,I strongly agree,3,3,5,2,5,6,2,5,2,3,6,3,3,5,6,3,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,5,2,2,1,0,4,4,2,0,0,0,5,0,5,6,3,7,4,6,3,5,6,6,4,2,6,5,6,5,6,5,2,6,4,8,10,39,second,8,Emily,3,no,0
88,5,52,male,NA,White,NA,Bachelor,Employed (full time),United Kingdom,"$150,000 to $199,999",C3. Negative_Video_IAT_First (Con B First),negative video,deepfake video,iat first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,"He is taking 5 random questions each week on his YouTube channel. 
He has 2 siblings - Tom and Susan - who live near him. he cheated on his final exam and is glad about it; he doesn't believe in chivalry; he recently moved apartment and had a new haircut; he spends weekends with his grandmother as he wants to inherit her house;",Strongly_Diagnostic,NA,NA,NA,NA,NA,NA,NA,Moderately Agree,Somewhat Liberal,Somewhat Liberal,No religion,I don't know,I disagree,I disagree,I disagree,I don't know,I disagree,I don't know,I disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,5,35,male,NA,Asian,NA,Professional degree,Employed (full time),United Kingdom,"$200,000 or more",C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,FALSE,-2,-2,-2,-2,-0.01779304073911342,"he has two sibling thoma s and susan who live in another twn a bus ride away. 

he cheated on his final exam at college .
he doesnt believe in chivalry and would nt give his seat up for a pregnant woman .

he has chnaged his video san dhas moved house and got a haircut. 
he is spending more time with his grandmother who is very old so he can get her house when see dies",Strongly_Diagnostic,No Demand,No Reactance,To see what things could be remembered from the video and that negative emotions or reactions are usually remembered more than the positive,Chris seems like a callous self centered person from the videos he presented,No I didn't realize the video was a deep fake - this is truly terrifying technology it used be believe half of what you see and nothing of what you hear now its don't believe anything until its been verified by your own super computer and algorithm,Yes I have heard of the process,no issues,Moderately Agree,Somewhat Conservative,Moderate,No religion,I don't know,I don't know,I agree,I don't know,I don't know,I agree,I agree,I agree,5,3,7,3,6,5,6,7,7,7,6,7,5,7,4,6,0,0,6,5,6,0,5,5,5,0,5,5,5,0,6,5,6,3,6,4,6,5,6,5,6,5,5,5,5,2,6,6,3,5,1,1,5,3,1,6,5,1,4,1,4,5,4,1,1,4,1,39,first,8,emily,27 cubic feet,no,NA
90,5,31,male,NA,White,NA,Some college,Employed (full time),United Kingdom,"Less than $25,000",C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,-1,-1,-1,-1,0.11427271668895352,"He cheated in his final exam in college. He recently changed apartment and got a new haircut. He wouldn't give up his seat on a bus for a pregnant woman because he doesn't believe in chivalry. He makes videos during the week, and at weekends he spends time at his grandmother's house because he wan't to make sure he gets it when she passes away.",Moderately_Diagnostic,No Demand,No Reactance,To see how we feel about people based on small pieces of information and how quickly we associate faces with those feelings.,Yes it played a very big part.,"I noticed that some parts of the video looked different (slightly lower qualtity), and it looked at times like the words didn't fit to what his mouth what actually saying.",Yes I've seen some on Youtube before.,no issues,Moderately Agree,Strongly Liberal,Strongly Liberal,Atheist,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I disagree,I strongly disagree,2,1,3,1,2,1,3,2,3,2,5,5,6,7,1,4,0,0,0,3,4,0,2,3,0,0,0,0,0,0,3,4,3,2,2,0,2,3,2,0,0,0,1,2,3,3,6,5,4,5,3,5,5,5,4,5,5,4,5,3,6,5,3,4,2,8,10,39,Second,8,Emily,9,no,0
91,5,43,male,NA,White,NA,Masters,Employed (full time),United States of America,"$100,000 to $149,999",C1. Positive_Video_IAT_First (Con B First),positive video,deepfake video,iat first,learning consistent block First,complete,FALSE,2,2,2,2,-0.2537784990266094,Chris true Character,Strongly_Diagnostic,Demand,No Reactance,none,yes,yes,ues,no issues,Moderately Agree,Somewhat Conservative,Somewhat Conservative,Christian,I agree,I don't know,I agree,I agree,I agree,I agree,I agree,I agree,8,7,8,7,8,8,7,8,7,7,8,7,8,7,6,5,4,5,5,4,5,5,4,5,5,4,3,4,5,4,6,5,4,5,5,4,4,4,3,3,4,4,5,4,3,6,5,6,5,6,6,5,5,6,5,6,5,6,5,6,6,6,5,6,6,8,50,80,1,7,june,9,no,0
92,5,25,female,NA,White,NA,Bachelor,Student,United Kingdom,"Less than $25,000",C3. Negative_Video_IAT_First (Con B First),negative video,deepfake video,iat first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,-0.2621137363268057,"He has a brother Tom and a sister Susan that live in the same town as him.

He also has a grandma that he says he visits on the weekends to spend time with her in her house so he will inherit it when she dies.

He recently moved into a new apartment and got a new haircut.

He does not believe in chivalry and said he would not give up a bus seat for a pregnant woman because it is not his fault that she needs a seat.

He also said in college he cheated on a test because he would have failed if he did not. He does not regret cheating on the test because he would have failed if he did not.",Strongly_Diagnostic,No Demand,No Reactance,About how we can judge a person's characteristics based on a few words and see the conclusion we come too.,"Yes, because when he said he would only spend time with his grandma because he wanted her house when she dies shows that he had qualities that was not likeable.","When I was watching the video I did not realise it was deepfaked. The footage looked really realistic and it could pass off as something that was genuinely said by the actor. 

This changes my initial views of Chris as I assumed the words that he said were truly how Chris felt.",I had heard of deepfaked videos but I did not think they could look so genuine and realistic.,No issues,Moderately Agree,Strongly Liberal,Strongly Liberal,Christian,I strongly agree,I strongly agree,I strongly agree,I agree,I agree,I agree,I don't know,I strongly agree,5,3,5,7,7,7,8,6,6,5,9,5,9,5,8,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,5,3,2,2,0,0,0,0,0,0,0,0,1,0,5,4,5,5,3,6,5,5,4,6,2,3,5,2,6,4,3,5,4,4,8,50,20,Second,7,Emily,9,yes,1
93,5,28,male,NA,White,NA,Masters,Student,United Kingdom,"$50,000 to $74,999",C3. Negative_Video_IAT_First (Con B First),negative video,deepfake video,iat first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderately Agree,Strongly Liberal,Strongly Liberal,Atheist,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,5,21,male,NA,White,NA,Bachelor,Student,United Kingdom,"$75,000 to $99,999",C3. Negative_Video_IAT_First (Con B First),negative video,deepfake video,iat first,learning consistent block First,complete,TRUE,-2,-2,-3,-2.33,-0.5568875028729927,He has a sister called Susan and a brother called Tom who live a bus journey away. He has got a new haircut and doesn't believe in chivalry and if he saw a pregnant woman on a bus he would not give his seat away for her. He cheated on his final exam in college and doesn't regret it and likes to spend time with his grandmother over the weekends so he can have her house when she passes away,Strongly_Diagnostic,No Demand,No Reactance,trying to make chris a bad person so we associate the negative words with him more,yes,I did not know it was deepfaked,yes,no issues,Moderately disagree,Somewhat Liberal,Somewhat Liberal,Atheist,I disagree,I disagree,I disagree,I disagree,I strongly disagree,I strongly disagree,I disagree,I strongly disagree,2,2,1,1,7,1,2,6,2,1,1,4,1,1,1,6,0,0,6,1,6,0,0,2,0,0,0,0,4,0,2,6,6,5,2,0,6,2,6,0,0,0,6,0,6,2,6,5,3,4,2,2,4,3,2,6,4,3,4,2,3,3,2,2,2,8,10,39,second,8,Emily,27,yes,5
95,5,31,male,NA,White,NA,Masters,Employed (full time),United Kingdom,"$50,000 to $74,999",C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,-0.39430117395950637,"He cheated on his final exam and does not regret it. he does not believe in chivalry.  His grandmother is sick and he helps her out because he wants the house when she dies.  He has 2 siblings, one brother and one sister.  He has moved house recently and has just got a hair cut.",Moderately_Diagnostic,No Demand,No Reactance,To convince me to dislike Chris.,Chris displayed character traits in the video that were distasteful and negatively affected my impression of him.,"Chris looked slightly odd, particularly in the eyes.  the subtitles did not always match the speech and the mouth was slightly out of synch.  However I did not suspect it was fake.",I was aware the technology existed but had never knowingly seen deep faked footage.,no issues,Neither agree nor disagree,Somewhat Liberal,Somewhat Conservative,No religion,I don't know,I disagree,I disagree,I strongly disagree,I strongly disagree,I strongly disagree,I don't know,I disagree,2,1,1,1,5,1,3,6,6,4,6,5,9,8,7,6,0,0,0,6,6,0,6,6,2,0,3,0,1,0,6,6,6,0,5,5,5,6,6,4,5,0,6,6,6,1,7,5,5,5,3,1,4,4,1,1,5,1,3,1,4,5,3,1,1,4,10 seconds,39 days,second,8,Emily,9,maybe,1
96,5,40,male,NA,White,NA,Bachelor,Employed (part-time),NA,NA,C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,5,24,female,NA,Black,NA,Masters,Employed (full time),United Kingdom,"$75,000 to $99,999",C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,complete,TRUE,1,1,0,0.67,0.4280265297598381,"He has two siblings (a brother and sister) that live a bus ride away.
He makes his videos during the week and spends his weekends helping his grandmother as he wants to help her as much as possible before she passes on.
He always gives up his seat on the bus for a heavily pregnant woman.
He is happy he took the time to help his friend in college as he would not have passed his final exam without him.
Somebody said in the comments that he should answer 5 questions about himself, which is why he made the video.",Slightly_Diagnostic,No Demand,No Reactance,Association of positive words and negative words with the prior video as an influence.,Yes.,"I did not realise the video had been deep faked. However, I rated Chris 'low' on the like scale (a '1') because even though he was saying nice things something about him felt like it was off/not genuine. Almost like an uncanny valley feeling.","Vaguely, but I was not aware of it to the extent that I even considered the possibility that the video I watched deep faked.",No issues.,Somewhat Agree,Strongly Liberal,Strongly Liberal,Other not listed,I don't know,I don't know,I don't know,I agree,I don't know,I don't know,I agree,I don't know,1,2,3,1,7,1,1,6,2,1,1,2,1,5,2,5,0,3,5,0,5,1,1,4,0,5,5,1,0,4,5,5,5,0,5,0,5,5,4,1,5,0,5,5,5,2,5,2,5,3,3,2,3,3,6,7,3,2,2,2,2,2,5,1,1,8,10,39,2,8,Emily,27,no,0
98,5,27,female,NA,White,NA,Bachelor,Self-employed,Canada,"$35,000 to $49,999",C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,TRUE,2,3,2,2.33,0.911765331312087,"Chris said that he has two siblings, a brother named Tom and a sister named Susan, both of whom live in the same small town as him (just a bus ride away). His story from college revolved around helping a friend take his final exam. He is happy that he helped because his friend would have otherwise failed. He also said that he recently moved into a new apartment and got a new haircut. Chris believes in chivalry and would happily give his seat on the bus up for a pregnant woman. Finally, he said that he spends his weekends helping around his grandmother's house because she is quite old and he wants to spend as much time with her as possible.",Strongly_Diagnostic,No Demand,No Reactance,Perhaps to see how negatively associated words would impact my perception of Chris.,"Yes, I ""like him"" based on the things he said in the video and how I perceive him based on what those things say about his character.",Not at all. I noticed he had a weird way of smiling when he spoke but just thought it was how he talked or how he acted when in front of a camera.,yes,no issues,Somewhat Agree,Strongly Liberal,Strongly Liberal,Agnostic,I don't know,I disagree,I disagree,I don't know,I disagree,I disagree,I strongly agree,I disagree,3,3,4,5,5,1,8,4,5,7,2,8,7,7,4,6,2,0,0,0,6,0,0,2,3,0,2,0,5,0,2,6,6,0,4,6,6,6,6,6,0,1,6,6,6,1,6,6,3,6,1,1,6,5,2,7,6,1,5,1,5,6,2,2,1,4,10 seconds,39,2nd,8,Emily,none - it's a hole.,yes,4
99,5,19,male,NA,White,NA,Some college,Student,United Kingdom,"$25,000 to $34,999",C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,-2,-1,-2,-1.67,0.4225931846452177,"- Chris has two siblings, a brother and a sister.
- He cheated on his final exam in collage and is glad he did.
- He doesn't believe in chivalry.
- He recently got his hair cut and moved flat.
- He spends a lot of time with his grandma so that he will get her house when he dies.",Moderately_Diagnostic,No Demand,No Reactance,How someone can form an opinion about something or someone else.,The video greatly influenced my opinion of Chris.,I did not realise that it had been deep faked but I did notice that Chris's mouth did not seem to be completely matching up to the words he was saying.,I was aware of deep fakes and have watched a few videos explaining how they work.,no issues,Somewhat Agree,Somewhat Liberal,Moderate,Atheist,I disagree,I disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I disagree,I strongly disagree,2,3,3,3,4,1,2,3,1,1,3,4,5,7,3,6,4,1,0,1,5,1,2,5,1,1,2,1,3,0,5,6,6,0,6,4,5,6,6,1,6,4,6,6,6,4,6,3,2,6,2,3,5,4,2,5,3,3,3,2,3,3,2,2,3,8,10 seconds,39 days,Second,8,Emily,27 cubic feet,yes,3
100,5,44,female,NA,White,NA,Bachelor,Not responding,United Kingdom,"$25,000 to $34,999",C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,-2,-1,-1,-1.33,-0.23122875255128073,"has a brother, Tom, and sister, Susan who live in same town, a bus ride away
spends weekends at grandmother's house so he can inherit it
doesn't believe in chivalry, eg standing up for pregnant women on bus
has just moved apartment and had a hair cut
",Moderately_Diagnostic,No Demand,No Reactance,"I don't know. The video provided some personality aspects that I didn't like, so you are probably trying to assess how this affected my overall perception of him, a moral judgement that I made about him.",Yes.,"Yes, I wondered whether he was a real person.",Yes.,No issues,Moderately Agree,Somewhat Liberal,Moderate,No religion,I don't know,I don't know,I don't know,I disagree,I disagree,I disagree,I don't know,I don't know,1,2,2,1,2,1,2,1,6,1,1,1,1,3,1,6,5,0,0,5,6,0,6,6,6,5,6,0,3,3,4,6,6,0,6,6,6,6,5,4,4,0,4,5,6,3,5,5,3,5,3,3,5,5,3,5,5,3,5,3,3,5,3,2,2,7,10 seconds,39,second,8,Emily,0,yes,6
101,5,48,male,NA,White,NA,High school,Employed (full time),United Kingdom,"$35,000 to $49,999",C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,NA,NA,2,2,3,2.33,NA,"He has a brother and sister, he would give up his seat on a bus for a pregnant lady.  He has recently moved into a new apartment and had a haircut. He spends his weekends at his grandmothers.",Moderately_Diagnostic,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Moderate,Moderate,Christian,I agree,I agree,I agree,I don't know,I agree,I agree,I agree,I agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,5,33,female,NA,White,NA,Less than high school,Employed (part-time),United Kingdom,"$25,000 to $34,999",C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,0.1609724206203404,"Chris was answering questions in his video. Chris mentioned he had two siblings that live a bus ride away.
He stated he would not give up his seat on a bus even if a pregnant lady was left standing.
Chris wanted to spend as much time with his grandma so he was left the house should she pass away",Strongly_Diagnostic,No Demand,No Reactance,"To see how people respond to what was said on the video and after putting both characters into the like and dislike sections, to asee if it changes their views of them afterwards.",Yes. I was basing my dislike to him based on how he answered his questions.,I didnt realise,no i did not know this,no issues,Strongly disagree,Somewhat Conservative,Somewhat Conservative,Atheist,I agree,I agree,I disagree,I agree,I agree,I don't know,I strongly agree,I agree,9,9,9,7,9,9,5,9,9,9,9,9,9,9,9,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,3,1,0,1,2,6,0,0,0,0,0,1,0,5,2,6,6,3,6,2,2,6,6,3,6,6,1,6,1,5,6,3,3,3,8,50 sec,20,1st,7,june,9,no,0
103,5,39,male,NA,White,NA,Bachelor,Employed (full time),United Kingdom,"$35,000 to $49,999",C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,TRUE,-2,-2,-1,-1.67,0.47501253669458454,"He took 5 personal questions from the comments section. Questions about his siblings, how he passes the weekend, what is different about his videos now than before, chivalry and something else.",Slightly_Diagnostic,No Demand,No Reactance,Measuring shifts in perception based on visual nudges,"It influenced my feelings somewhat, I have an inert bias against people who start inane youtube channels","no, not at all. I did however think it was well edited to ensure his responses were fluid",Yes but had limited knowledge about it,no issues,Strongly Agree,Strongly Liberal,Strongly Liberal,No religion,I don't know,I disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I don't know,I strongly disagree,1,1,1,1,3,1,1,1,6,1,2,7,1,2,1,4,4,1,1,4,5,0,4,5,5,2,4,2,2,0,4,4,2,4,1,2,1,1,2,1,4,0,0,0,5,3,5,2,6,2,6,3,3,3,3,5,2,2,2,5,2,2,6,2,6,8,10 seconds,10 days,2nd,7,Emily,27',no,NA
104,5,38,male,NA,White,NA,Associate degree,Employed (full time),United Kingdom,"$50,000 to $74,999",C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,-2,-3,-2,-2.33,-0.14771239455536012,"He has two siblings Susan and Tom, who live in the same town he does a bus ride away. 
He cheated on his final college exam he wouldn't have passed if he didn't cheat
He isn't chivalrous, he wouldn't give up his seat on a bus for a heavily pregnant woman as it isn't his problem if she needs it
He has recently changed his haircut, there was a second thing maybe he moved or decorated his apartment but can't really remember clearly
He spends his weekends helping his grandmother, in order to give himself a better position to gain the house as inheritance when she passes away",Moderately_Diagnostic,No Demand,No Reactance,To see if people could make their minds up about a person over social media despite only seeing a brief insight into their lives,"Of course it did.

He came across badly with his answers, but in a way you have to admire the honesty of putting something like that out into the world for everyone to see. But it was only a brief insight into what he was like a person but enough to feel offputting and negative towards him",Not a clue at all that I was watching a deepfake video,"I did , I have seen them before with prior knowledge I was watching a deepfake",No issues,Somewhat Agree,Somewhat Liberal,Somewhat Liberal,No religion,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,3,2,2,1,4,1,6,1,7,5,7,5,7,7,3,6,0,0,0,4,6,0,5,6,6,0,4,0,3,0,6,6,6,0,4,5,4,5,5,0,3,0,3,4,6,2,6,4,3,4,2,2,4,4,2,5,3,2,4,2,4,4,3,3,3,8,10 seconds,20,second,8,Emily,don't know,yes,1
