numeric_id,experiment,demographic_items,age,gender,method_items,condition,experiment_condition,audio_type,task_order,IAT_block_order,complete_iat_data,passed_iat_performance,exclude_iat,exclude_exploratory,exclude,evaluative_items,pos_neg,good_bad,like_dislike,self_reported_rating,self_report_recoded,IAT_D2_score,IAT_recoded,exploratory_items,memory_of_audio_content,diagnosticity_question,diagnosticity_question_recoded,demand,demand_recoded,reactance,reactance_recoded,hypothesis_awareness,hypothesis_awareness_recoded,hypothesis_awareness_recoded_,influence_awareness,influence_awareness_recoded,influence_awareness_recoded_,recognised_audio_manipulation,recognised_audio_manipulation_,deepfake_check,deepfake_check_recoded,deepfake_check_recoded_,issues_with_study
89,4,*,36,male,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-1,-1,-1,-1,1,0.23770819657560244,-0.23770819657560244,*,"Chris has two siblings, he spends his weekends at his grandmother's house as she is really old and he has an eye on inheriting her house when she dies",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,How our opinions are influenced by what we see or hear about a person or topic,Yes,1,"It did to an extent - I had no preconcpetions about Chris, so I could only base my opinion on what he told me.",Yes,1,No,0,I suspected that I was not listening to an 'authentic' person speak about themselves - the dislogue was not naturally spoken/delivered,No,0,No issues to report
92,4,*,24,female,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,1,1,1,1,0.5464600925674162,0.5464600925674162,*,"People have previously commented that he should do a Q and A and he is curious about what people want to know.

Someone asked if he has a brother or sister. he has a brother Tom and a sister, Susan who live in the same town as him and live 15 minutes from him. He has a memory from college that he helped his friend pass his final exam and he is proud he could help him. Someone asked if there was something different about his videos and he said, yes as he has just moved apartments. Someone noted that he uploads during the week so asked what he does on the weekends, he said he helps his nan as she is elderly and he wants to help her and spend time with her whilst he still can.

I cant recall any more questions.

Chris' video was audio only and had one image on screen of himself. Chris was wearing a grey top and has gingery hair and seemed to be Irish",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,How easy it is to associate negativity with someone,Yes,1,Yes,Yes,1,No,0,"No. i had no indication that the voice was not the voice of the man in the pictures, especially that it was not a man at all, but a computer",No,0,no issues
94,4,*,24,female,*,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,0,0,0,0,0,0.21501402882989606,0.21501402882989606,*,"He was answering questions as he is new to youtube and his viewers had sent him questions.
He was asked about siblings and had a brother called tom and sister called susan who both lived in the same small town as him a 15 minute drive away. He answered that he spent his weekends helping his grandmother around the house as she is old and he wants to spend tme with her while he still. He also said that his videos seemed different recently maybe because he has recently moved to a new place.",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,To see how our brains associate things,No,0,No not really as I felt that it was pretend,No,0,Yes,1,"I wasnt aware of what 'deepfake' was, but I did recognise that the audio sounded computerised",No,0,no issues
96,4,*,42,male,*,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,-0.2977246354794187,0.2977246354794187,*,"he cheated on his final test at uni, he wont give up a seat to a heavily pregnant woman, at weekends he is spending time with a grandmother in the hope that he inherits her house, he has a brother named tom and sister named susan, they live in the same small town 15 minutes away. he is new at making youtube videos.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,how an individual's opinions on people affect their judgment,Yes,1,"yes, absolutely, i thought his character couldnt get worse but it did every time",Yes,1,Yes,1,"i thought they were computer-generated, however, i interacted as though he was a real person and felt strong negative emotions against him",No,0,no issues
100,4,*,24,female,*,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-1,0,-1,-0.67,-0.67,0.2253705699512511,0.2253705699512511,*,He has a brother called tom and a sister called susan they live in the same town about 15 mins away from each other. He helped his friend out at college with his final exam and spends most weekends with his grandmother whilst he still has the chance.,Slightly_Diagnostic,1,No Demand,0,No Reactance,0,How we can perceive people's characters from small bits of information,Yes,1,"Not particularly, I thought he seemed pretty dull but this doens't mean I dislike him",No,0,Yes,1,Yes i could tell it was a robot very quickly but unusual for a robot to have a canadian accent,Yes,1,no issues
103,4,*,41,male,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,0.16687616908900874,-0.16687616908900874,*,That has 1 brother and 1 sister. He is a selfish scumbag who does not care about others to give up seat or do anything for others. He is only interested in his family so he can get his inheritance. If they did not own anything he would not give a fuck.,Strongly_Diagnostic,3,No Demand,0,No Reactance,0,Whether negative perceptions affect,Yes,1,He seemed like a selfish person,Yes,1,No,0,no i didnt,No,0,none
104,4,*,42,female,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,-0.2424226901443138,0.2424226901443138,*,"He has a brother Tom, and a sister Susan. They live in the same small town, about 15 minutes drive from each other. He went to college and cheated in his final test, he would have failed if he didn't cheat and was happy that he got away with it.
He doesn't believe in chivalry, if he saw a pregnant woman on a bus he wouldn't give up his seat for her. 
He has moved apartment recently.
At the weekends, he goes to his grandmothers house to visit. She is 89 (?) and he thinks she will leave her house to him when she dies if he visits her regularly. 
He only makes the videos during the week.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,Checking associations with someones character to accuracy with the word test,No,0,"Yes, he wasn't very likeable in his Youtube video. It did make me laugh out loud though as I don't think you would hear someon say some of those things in real life unless they were a sociopath.",Yes,1,Yes,1,Yes I recognised it,Yes,1,No issues
111,4,*,31,male,*,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,-0.40191281543851765,0.40191281543851765,*,"He has a brother and a sister, they are called Tom and Susan and they live about 15 minutes from where he lives. He cheated on a test, because it was the only way he would have passed, otherwise he would have failed. He does not believe in chivalry, he would not give up a seat on the bus if there was a pregnant woman. He has just moved to a new apartment which is why his videos are different. He has been spending more time with his elderly mother because she is old and he wants the house when she dies.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,I think they were trying to see if the things that people say attract a negative opinion.,Yes,1,"I disliked Chris because he came across as rude, selfish and a cheat who does not care much about anyone but himself.",Yes,1,No,0,"No, I thought that Chris was real.",No,0,No issues.
114,4,*,26,female,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,0,0,0.67,-0.67,0.027690255679896095,-0.027690255679896095,*,"chris said his subscribers ask him to tell them about himself and he decided to make some short videos about it, he also said he just moved into a new apartment, he also said he he has a sister named Susan and a brother name tom, In  the video he also said he got away with cheating in college",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,I think the researchers were trying to achieve how people remember things they watch on social media,No,0,somewhat,Yes,1,Yes,1,A little,Yes,1,no issues
115,4,*,31,female,*,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,0,0,0,0,0,0.5567641698988223,0.5567641698988223,*,"That he has a brother and sister that live 15 minutes away, he helped his friend with an exam in college, he just moved to a new apartment and he spends time with his grandmother on the weekends.",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,To see if what people say would affect your opinion of them if I have to guess.,Yes,1,"Somewhat but not much. He said good things so if you assume he is telling the truth then he seems ok. I know a lot of people lie though, especially on the internet to look good, but overall people tend to say things with the hope of looking better to others, so taking that into account I don't put much stock into people's words. I watch their actions, which I obviously am unable to do with a random youtuber.",Yes,1,Yes,1,"Yes, I could tell it was computer generated.",Yes,1,no issues
125,4,*,40,female,*,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,-0.03816107371990143,-0.03816107371990143,*,"That he was making videos again and that his viewers had asked him questions.  He was going to use this video to answer some of the questions. He then carried on by asking each of the 5 questions in turn and answering them. He was asked if he had any brothers or sisters and he answered that he had 1 brother Tom and 1 sister Susan and they both live in the same town as him, about a 15 minute drive away.  Second question asked if he had any memories from college, he answered that he helped a friend to study for an exam and he's glad he did so.  Third question was if he still believed in chivelry he answered yes, he will give up his seat on a bus to a pregnant woman.  Fourth question asked why his videos had changed, Chris answered the reason was that he had just moved into a new apartment.  Last question pointed out that most of his videos are filmed during the week and they were wondering what he did at a weekend, he said he helped out his Nan at the weekend as he wants to spend as much time with her as he can whilst she's still here.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,How people view others,Yes,1,The answers to the questions made me feel that Chris was a decent chap who liked to help others,Yes,1,No,0,"I did feel that the voice sounded computerised at times, I couldn't pinpoint an accent (American, Scottish, Irish)",No,0,no issues
126,4,*,27,female,*,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,-0.22360292405041096,0.22360292405041096,*,"He has a brother called Tom and a sister called Susan, both live in his home town and are a 15 minute drive away
He doesn't believe in giving up his seat on a bus for pregnant women
He has recently moved flat
He is spending his weekends with his elderly grandmother, but only in the hope that he will inherit her house",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,"The video caused me to dislike Chris, and therefore I found identifying the negative words easier when they were grouped with photos of Chris",Yes,1,Yes,Yes,1,No,0,"No, I assumed it had been scripted but I thought it was a real person talking",No,0,no issues
130,4,*,38,female,*,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,3,2.33,2.33,0.4379430459185413,0.4379430459185413,*,He was answering questions about himself.  He said he has a brother and sister that live in the same town as him.  He's recently moved to a new apartment.  He once helped a friend with an exam so that he didn't fail.  He spends a lot of his weekends helping his elderly grandmother and he believes in chivalry.,Moderately_Diagnostic,2,No Demand,0,Reactance,1,Not sure,No,0,"Yes, probably did.",Yes,1,Yes,1,"Yes, I did realise that it wasn't actually a human voice.  There was something robotic about it.",Yes,1,"I had an issue when it asked if I liked Chris and provided a scale.  I wanted to choose 2, but it only seemed to accept 3 (although I did only choose 2 at first, then 3 when that didn't work)"
132,4,*,19,male,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,0.027509678616595423,-0.027509678616595423,*,"He had a brother called Tom and a sister called Susan.
He cheated on his final test and is happy he got away with it.
He doesn't believe in chivalry and wouldn't give up his seat on a bus to a heavily pregnant woman as he believes that it isn't his problem if she needs it more than him.
He spends most weekends at his grandma's house as she is old and when she dies he gets her house.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,If linking words to an image can change someone's perception of said person even after knowing things about them that are negative.,No,0,This is the sole reason my answer is that I dislike him.,Yes,1,No,0,No I didn't realise,No,0,no issues
136,4,*,26,male,*,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-1,-2,-2,-1.67,1.67,0.26370934098628085,-0.26370934098628085,*,He has just started making videos. He has a brother called tom and a sister called susan who live about 15 minute drive from him. He cheated on his final test in college and he is glad he passed it. he doesn't believe in chivalry and wont give up his seat if he saw a pregnant woman standing on a bus. He has recently moved to his new apartment and usually spends his weekends at his grandmothers house because she is old and he wants to inherit her house when she dies,Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Words or phrases we associate with a persons personality,Yes,1,"Yes, he outlined some of his morals and beliefs and they did not align with my morals or beliefs and were generally negative. This is why I believe I would dislike Chris' character",Yes,1,No,0,No,No,0,No issues
140,4,*,18,female,*,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-1,-2,-1.67,1.67,-0.32743870297480693,0.32743870297480693,*,"brother called tom and sister called Susan, live about 10 mins drive away in the same small town. cheated on his finals test in college and happy he got away with it otherwise he wouldn't have passed. doesn't believe in chivalry, won't give up his seat on a bus for a pregnant woman standing because it's not his problem. spends his weekends with his grandmother who's very old. trying to spend as much time with her as possible so he gets the house when she dies. just moved to a new apartment.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,association between good/bad traits and a person,Yes,1,"yes, it made me not like him",Yes,1,Yes,1,"yes, it sounded like computer generated speech",Yes,1,no issues
142,4,*,24,male,*,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,-0.0669585869692671,0.0669585869692671,*,"He noticed that people were asking questions about him, so wanted to answer questions put forward by his viewers. 
Q1) Do you have brothers and sisters? - Yes, brother called Tom and sister called Susan. Both live in the same small town about 15 minute drive away.
Q2) Any stories from college? - Cheated on final exam. Would've failed if he didn't cheat, and really happy that he  got away with it.
Q3) Do you still believe in chivalry? - No, he wouldn't give up his seat on the bus for a heavily pregnant woman. He says it isn't his fault that she needs the seat more than him.
Q4) Videos have changed recently - why? - He has just moved to a new apartment.

I can not remember the last question",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,How easy you find associating words to a person when you've just been told some unfavourable things about them,No,0,"Based on Chris' answers, I was influenced into disliking him. Based on some of his past actions, I do not feel like he is the type of person that I would get on with",Yes,1,Yes,1,The voice sounded quite robotic so I thought that they could be computer generated. I did not let this affect my judgement and assumed that Chris was saying these things anyway,No,0,no issues
145,4,*,49,male,*,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-1,-2,-2,-1.67,1.67,-0.15188185394408785,0.15188185394408785,*,"he's got two siblings Tom and Susan who are about 15 minutes away
he cheated in final test at college
he won't give up a seat
he's recently moved
he spends his weekend at his grandmas and hope to inherit house",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,opinions based on character,Yes,1,"yes, I tried to judge his character based on what was said",Yes,1,Yes,1,I had a suspicion they were a little robotic,No,0,no
146,4,*,18,female,*,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,3,3,3,3,3,0.3644723714916879,0.3644723714916879,*,"Chris was answering questions about himself. The first question was about his siblings. He has two siblings, a boy and a girl. The second question was about a story from his time in college. He helped his friend out. The third question was about chivalry. He talked about giving up his seat for a pregnant woman on a bus. The fourth question was about changing his videos. He said that he had recently moved apartments. The final question was about how he spent his weekends. He spends them by spending time with his grandma because shes very old.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,I don't really know. Maybe something about how past knowledge has an effect on our snap judgments of people?,No,0,It definitely had an effect on how much I liked Chris.,Yes,1,Yes,1,I did notice that they sounded slightly robotic. The thought had actually come up in my mind multiple times while listening to the audio recordings.,No,0,no issues
153,4,*,47,male,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,0.2083789929645783,0.2083789929645783,*,"He has a brother and a sister that stay nearby.
He helped a friend with an exam at college.
He likes to help pregnant woman by giving up his seat.
He spends time with his gran helping her at her home.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,"I am not too sure, possibly to see if I could be confused in seeing what emotions I felt by alternating the two characters in respect of what keys I would press on the keyboard, but to be honest I am not too sure this time.",No,0,yes,Yes,1,No,0,no,No,0,no problems thanks
157,4,*,26,male,*,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,1,1.67,1.67,0.6873344780208861,0.6873344780208861,*,"Chris performed a QnA in his video. HE answered questions about his brother and sister, his time spent in college, how he believes in chivalry, and how he helps his grandma out.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,"I think the researchers were trying to see how hard it is to unlearn a pattern. I spent time associating good things with Chris, and when I then had to associate bad things with him, it was really challenging.",No,0,Yes. The audio recording made Chris seem like a genuinely kind person.,Yes,1,No,0,I did not recognize that they were deepfakes.,No,0,No issues
158,4,*,37,female,*,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,3,1,2,2,2,0.5436327067494133,0.5436327067494133,*,"He said that he lives close to his brother Tom and his sister Susan who live within a fifteen minute drive of his place.
He said he helped a friend pass a final exam in college. 
He said he believes in chivalry and that if he saw a heavily pregnant woman on the bus he would give up his seat and help her.
He has just moved into a new apartment, and he spends his weekends helping his grandmother around the house because she's really old and he wants to spend as much time with her as possible.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,I'm not sure.,No,0,"Yes, 100%.",Yes,1,No,0,No. Some of the speech patterns and pronunciations were very slightly off but on the whole they didn't seem like deepfakes.,No,0,No issues.
161,4,*,24,female,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,3,3,3,3,3,0.5707322745850592,0.5707322745850592,*,"Chris answered some questions about his life. Overall he is a pretty nice and genuine guy. He believes is chivalry, he enjoys helping his grandmother out on the weekends, and he helps his friends with things like exams.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,i guess word association to change my perception of Chris,No,0,"Probably, in the video he seems like a literal perfect human. He seems like a saint with all the stuff he does. So as a result of the video, I liked him more",Yes,1,No,0,"No, I had no idea they were deepfakes. i thought it was a real person!",No,0,No issues
162,4,*,40,female,*,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,0.26777294417518566,0.26777294417518566,*,"Spoke about his brother tom and sister susan and that they live in the same town about 15 mins drive away from him. Whilst in college, he helped his friend with his exam. He believes in chivalry. He has moved to a new apartment and spends his weekends helping his grandmother around the house",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,If my mind can be chaged by showing me certain characteristics,No,0,"Chris portrayed himself as a genuine person, which made me like him",Yes,1,No,0,"Listened to the recordings, did not recognise that they were 'deepfakes'",No,0,"initially after the you tube video of chris, the 'submit' button did not appear. i had to refresh the page and start again (worked second time around)"
163,4,*,26,female,*,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,-0.35771605577414867,0.35771605577414867,*,"that he has a brother and sister
he doesn't believe in chivalry
he cheated on his last test 
his moved into a new apartment 
he is spending as much time as possible with his gran as she is old and he wants her to leave him his house
",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,to see how your brain reacts to certain things and how quickly you can adapt with changes.,No,0,yes 100%,Yes,1,Yes,1,it sounded slightly robotic so i was a little unsure,No,0,no issues
167,4,*,44,female,*,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,-0.42309804120477157,0.42309804120477157,*,"he has a brother named Tom and a sister named ?Susan, he cheated on the final test at college. He doesn't believe in chivalry and he has just moved to a new apartment. He spends his weekends with his grandmother so he can inherit the house when she dies.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,how certain words influence how people feel about another person,No,0,yes,Yes,1,No,0,no but if didn't feel real.,No,0,after the video it took awhile until the enter button would move me to the next screen
168,4,*,24,female,*,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,-0.26056868482673007,0.26056868482673007,*,Chris is a relatively new youtuber.  He has a brother and a sister.  He cheated on a college final.  He doesn't believe in chivalry.  He just moved to a new apartment.  He wants his grandmother's house when she dies.,Strongly_Diagnostic,3,No Demand,0,No Reactance,0,I have no idea.,No,0,"Yes, definitely.",Yes,1,No,0,No,No,0,No issues
171,4,*,36,male,*,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,3,2.33,2.33,0.035110360731583856,0.035110360731583856,*,"He asked people to provide some questions about him and he answered them about 5 in total.

Chris has 1 sister and one brother and lives within 15 minutes of them
he has recently moved to a new apartment
he helped his friend in university/collage to pass
he helps his nan at the weekend
He believes in chivalry and would help a pregnant women on a bus by giving up his seat.
",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Character opinions?.,Yes,1,Yes it influenced to a small degree on character.,Yes,1,No,0,I didn't notice!.,No,0,none
176,4,*,43,female,*,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,3,3,3,3,3,-0.006685618191389776,-0.006685618191389776,*,"he wanted to answer questions that people had submitted.
They included do you have any brothers and sisters, yes tom and susan live 15 mins away.
He has recently moved apartment
he spends his weekends helping his granny around the house as she is old and wants to send as much time with her as possible.
",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,"i think different participants might be shown different vidoes, one where chris is actually talking to see if thet=y respond better to that one",Yes,1,yes the fact he spent time with his granny made me like him,Yes,1,No,0,i didnt realise but i thought it sounded a wee bit strange,No,0,no issues
178,4,*,35,female,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,0,0,0,0,-0,0.31485846581673954,-0.31485846581673954,*,"He spends a lot of time at his grandmothers so that he can have her house when she dies, his siblings live about fifteen minutes from him in the same small town, he cheated on his final for his degree and he's glad because otherwise he wouldn't have passed.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,I think the researchers were trying to make me hate Chris or to see if they could make people hate him more.,Yes,1,"No, I don't think it had much effect. I don't really believe the video was authentic and I'm not sure anyone would make a video like that, it really sounded like some kind of a joke or a satire.",No,0,Yes,1,"I did recognize that it was not a real human speaking, yes. I'm sure it had some effect on how ""bad"" I thought Chris was.",Yes,1,No issues
180,4,*,25,female,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,-0.07566358017486625,0.07566358017486625,*,"1. He has a brother name Tom and a sister name Susan. They live 15 mins away from him in the same small town
2. He does not believe in chivalry and would not give up his seat for a heavily pregnant woman
3. He spends his weekends with his grandmother, so that he will be most likely to inherit the house when she dies
4. He has moved to a new apartment
",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,"Whether, impressions about a person when paired with negative words, would confuse them when the same person was now paired with  postive words, therefore reducing their accuracy in assigning the correct response",No,0,"Yes. Especially the chivalry response and the grandmother response. I instantly disliked him from then on, though I was initially neutral.",Yes,1,Yes,1,I recognised that the voiced seemed synthesised as the cadence was not completely natural and sounded slightly robotic,Yes,1,no issues
183,4,*,24,male,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,0.8643690952079055,0.8643690952079055,*,"he has 2 siblings, brother and sister, live in same town 15 min drive from him
moved to a new apartment recently why his videos are different
spends weekends with his granny as she is old and he wants to spend as much time with her as he can
still believes in chivalry, if pregnant woman got on bus he would give up his seat for her",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,"word association, bad words with bob although we knew nothing about him and good words with chris",No,0,"a lot, we knew chris seemed like a genuine nice bloke from what he talked about",Yes,1,No,0,I was cautious as to why the video was just a still picture but i didnt recognise that is was deepfake recordings,No,0,no issues
184,4,*,23,male,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,1,0,0.67,-0.67,0.34080219726670835,-0.34080219726670835,*,"It seems he knows he must take care of himself first, always thinks ahead and is an all-rounder",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,"Not quite sure, perhaps the power of persuasion on individuals",No,0,Maybe it had had a slight effect subconsciously on my thoughts about him,Yes,1,No,0,No i didnt realise they were fakes,No,0,no issues
185,4,*,34,female,*,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,3,2.33,2.33,0.7719990105266287,0.7719990105266287,*,"He said he was going to answer some questions about himself.
He has a brother called Tom and a sister called Susan who live 15 mins away from him.
He once helped a friend in college pass his final exam.
He still believes in chivalry and will give up his seat on the bus to a pregnant woman.
He spends most of his weekends helping his elderly grandmother. 
He has recently moved to a new apartment.",Moderately_Diagnostic,2,No Demand,0,Reactance,1,"I'm not sure, they wanted to portray Chris as a kind, good person.",Yes,1,"Yes, he was portrayed as a nice, generous good hearted person helping his grandmother at weekends, giving up his seat for pregnant ladies etc.",Yes,1,No,0,No,No,0,no issues
186,4,*,25,female,*,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,0.5432022224840728,0.5432022224840728,*,He has a brother called Tom and a sister called Susan. He has just moved to a new apartment. He spends his weekend with his grandmother as she is old. He believes in chivalry and helping people. He helped his friend at college.,Slightly_Diagnostic,1,No Demand,0,No Reactance,0,Honestly no idea,No,0,"Yes absolutely
",Yes,1,No,0,No,No,0,No issues
187,4,*,26,female,*,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-1,-1,-1,-1,1,0.42656058039941586,-0.42656058039941586,*,"He has done videos previously and his audience wanted to ask him questions. His first question was whether he has any siblings - yes, he has two, Tom and Susan who live a fifteen minute drive from him. He was asked about if he believed in Chivalry, he said no and that he wouldn't give his seat up on a bus to a heavily pregnant woman.",Moderately_Diagnostic,2,No Demand,0,Reactance,1,Word association with a person,No,0,Yes,Yes,1,No,0,No,No,0,No issues
189,4,*,24,female,*,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,0.3954234853319536,0.3954234853319536,*,"Chris told us that he has a brother named Tom and a sister named Susan, and that they live in the same town as him about 15 minutes away. He told us that he moved into a new apartment recently, that he spends most of his weekends helping his grandmother around the house, and that he still believes in chivalry. For instance, he'd give up his seat on the bus to a pregnant woman because he feels it's the right thing to do.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,I'm not terribly sure but I think it has something to do with whether how someone feels about Chris in the first part of the study affects their performance in the second part of the study.,Yes,1,"Yes, first impressions mean a lot and a lot of the information I learned about Chris made him seem favorable.",Yes,1,Yes,1,Yes I did- the tone and inflection sounded natural but the actual voice sounded a bit tinny. For the purpose of the study I still treated Chris like a real person.,Yes,1,no issues
