numeric_id,experiment,demographic_items,age,gender,method_items,condition,experiment_condition,audio_type,task_order,IAT_block_order,complete_iat_data,passed_iat_performance,exclude_iat,exclude_exploratory,exclude,evaluative_items,pos_neg,good_bad,like_dislike,self_reported_rating,self_report_recoded,IAT_D2_score,IAT_recoded,exploratory_items,memory_of_audio_content,diagnosticity_question,diagnosticity_question_recoded,demand,demand_recoded,reactance,reactance_recoded,hypothesis_awareness,hypothesis_awareness_recoded,hypothesis_awareness_recoded_,influence_awareness,influence_awareness_recoded,influence_awareness_recoded_,recognised_audio_manipulation,recognised_audio_manipulation_,deepfake_check,deepfake_check_recoded,deepfake_check_recoded_,issues_with_study
107,4,*,19,male,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,0.8996583791493161,0.8996583791493161,*,"He answered five questions that people asked in his comments. He has 2 siblings, Tom and Susan, who live in the same town as him a bus ride away. He helped his friend in college to allow them to pass their exams. He believes in chivalry and helps his grandmother out on the weekend. He also has recently moved into a new apartment and got a new haircut.",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,Not sure.,No,0,"Yes, he seemed like a genuine person who displayed caring and selfless characteristics.",Yes,1,NA,NA,NA,NA,NA,no issues
108,4,*,30,male,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,0,0,0,0,-0,-0.3338276206581287,0.3338276206581287,*,"He wanted to answer questions people had for him. He has two siblings,Tom and Susan, who live in the same town as him only a short bus ride away.He cheated in his final college exam and is glad he did as he would have failed. He doesn't believe in chivalry. He would give up his seat to a pregnant woman as it is not his fault she needs it more. He mostly spends his weekends with his aging Grandmother so that he will inherit her house when she dies.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Test side of brains to emotional response,No,0,I found the video pretty funny so I didn't take Chris at his word. I did not dislike Chris from the outset if that was the point of the video.,No,0,NA,NA,NA,NA,NA,no issues
109,4,*,49,female,*,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,-0.4741927903545835,0.4741927903545835,*,"2 Siblings Tom & Susan. They live a bus ride away.
See's his grandma every weekend so he can get her house.
Isn't chivalrous and won't give up his seat on a bus for a pregnant lady,
Has had a haircut and moved apartment.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,"Do we associate people with feelings based on what we know about them, regardless of the words that are presented to us.",Yes,1,No.,No,0,NA,NA,NA,NA,NA,no issues
110,4,*,38,male,*,C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,1,1.67,1.67,0.5266979374806813,0.5266979374806813,*,"He was answering questions.  He said that he had two siblings, a brother and a sister.  I think he said that his brother was Tom.  He definitely said his sister was Susan, that they all live in the same small town and are all a bus ride away from each other.  He said that he is chivalrous and would give his bus seat to a pregnant woman on the basis she would need it more than he does.  He said that he's recently moved into a new apartment and changed his haircut.  He said that back in college he helped his friend with his final exam as his friend would have failed without that help, and he said looking back he's glad he did it.  He also said that he spends his weekends helping his elderly grandmother.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,I'm not sure to be honest.,No,0,"The recording was all I had to go on, so I think that would have to have had a huge impact on my opinion,",Yes,1,NA,NA,NA,NA,NA,No issues.
112,4,*,23,male,*,C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,1,0,0.67,0.67,1.5501900086774567,1.5501900086774567,*,"He was making this video to answer further questions his viewers had.  He answered the questions with:

He has two siblings, a bus ride away
He helped a friend with his final exam at university
He has recently moved to a new apartment and got a new haircut
He believes in chivalry and will offer his seat to a pregnant lady on a bus
He spends his weekends helping his grandmother",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,How information given changes how we feel about people,Yes,1,Yes,Yes,1,NA,NA,NA,NA,NA,No issues
116,4,*,25,male,*,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,0,0,0,0,-0,0.33052942783399863,-0.33052942783399863,*,"chris answered five questions. he talked about his siblins, he also said he can't give up his seat for a pregnant woman also talks how he spent his weekend in his grandmother's house and how he move into a new apartment.",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,To know how people feel toward others,Yes,1,No,No,0,NA,NA,NA,NA,NA,None
117,4,*,22,male,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,0.6696199779925711,0.6696199779925711,*,"Has two siblings.

Helped his friend in college final exam.

Spends his weekends helping his grandma.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,word association with someone you've already been given a persona for.,No,0,"yes, assuming he was being honest he seemed like a nice guy",Yes,1,NA,NA,NA,NA,NA,no issues
118,4,*,27,female,*,C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,0,0,-1,-0.33,-0.33,0.02100390627652554,0.02100390627652554,*,"he answered 5 questions from his comment section, he answered questions about what he did on the weekend, how he helps people out and how he helped out his friend in college",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,judge how much people like someone based on a video,Yes,1,Yes,Yes,1,NA,NA,NA,NA,NA,no issues
119,4,*,25,female,*,C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,1,1,1.33,1.33,0.2487705889992294,0.2487705889992294,*,"Doing a Q&A video from 5 random questions in the comments section so his viewers know more about him.
Asked about siblings - Tom & Susan,
Helped his friend during college otherwise he would have failed
Does believe in Chivalry
Has recently had a hair cut and moved apartment
Spends most of his weekends with his elderly grandmother",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,"How much information people retain from audio recordings.
Associating good/bad things with people. 
",Yes,1,"I knew more about Chris and heard his voice, therefore I could relate to him more than Bob who I knew nothing about.",Yes,1,NA,NA,NA,NA,NA,No issues
120,4,*,44,female,*,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,-0.4027903882606293,0.4027903882606293,*,"Chris has Tom & Susan siblings that live a bus ride away.  
He has moved into a new apartment.
He has had a haircut.
He is a cheat.  
He won't stand to let pregnant women sit down (nob)
He is a gold digger (grandma should leave her house to the Cats society)
",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,The lasting effect on what a person says.  Chris is horrible and it was hard to click on the button when positive words came up next to Chris' name.  When I saw Chris I instantly felt dislike.,Yes,1,"Yes, I completely made up my mind he is a horrible person and I didn't like him one bit.",Yes,1,NA,NA,NA,NA,NA,"There was some text missing when it asked me to click on a button, I guessed it was trying to show me the submit button but an S only showed up."
122,4,*,32,female,*,C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,1,1,1,1,0.5467364209473117,0.5467364209473117,*,"He had just started to make videos. People wanted to know more about him so he has chosen 5 random questions to answer
Does he have siblings - yes he has 2
What does he do at weekends - spends time with his grandmother as she is old and he wants to spend time with her before she passes
What's different about his videos - new apartment and haircut",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,to see if the words change your feeling towards somebody,No,0,"Moderately, he shared a bit about himself so he seemed more personable",Yes,1,NA,NA,NA,NA,NA,No issues
123,4,*,24,male,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,0,0,0,0,0,0.7625741147339478,0.7625741147339478,*,"He explained that he was going to use the idea that a viewe rhad given him to answer 5 questions chosen randomly from the comments section of one of his videos and answer them. 
The first question was did he have any siblings. He answer that he had a brother called Tom and a sister called Susan who both live in the same small town as him and live about a bus ride away.  The second question was if he had a story from his time at college. He told a story that he had a friend who he had helped with a final exam and that the friend woul dhave failed this exam had Chris not found the time to do so. The third question was if Chris believed in chivalry. He answered tha the did and used the example that should he see a heavily pregnant women on the bus he would give up his seat for her as she was more in need of the seat than he was. The fourth question asked Chris if something had changed recently as his videos seemed different. Chris explained that he had recently moved to a new apartment and that he had also recently had his haircut. He also explained that he had previously mentioned this in another video. The final question was regarding what Chris did on his weekends as he films his videos mostly during the week. Chris stated that on weekends he usually spends his time helping his grandmother at her house as he wants to spend as much time with her as possible before she passes away, as she is very old.",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,Unsure,No,0,"The audio recording neither made me like or dislike Chris. While Chris projects the image of a good person who one would like in the video, which may or may not be a true representation of himself, I did not feel that it was enough to cause me to either like or dislike Chris.",No,0,NA,NA,NA,NA,NA,No issues
128,4,*,30,male,*,C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,3,3,3,3,3,0.3465676982146982,0.3465676982146982,*,He has two siblings called Tom and Susan.  He took time to help his friend pass his college exam which he otherwise would have failed.  He believes in chivalry and would give his seat up for a pregnant person.  He also enjoys spending as much time as possible with his Grandma as she is old and he wants to make the most of their time together.,Moderately_Diagnostic,2,No Demand,0,No Reactance,0,"To see whether once a 'bond' is made with someone, this allows you to associate good things with them more readily than someone else.",Yes,1,"Yes, it made it easier to associate positive things with Chris.",Yes,1,NA,NA,NA,NA,NA,no issues
129,4,*,20,female,*,C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,3,2,3,2.67,2.67,0.45542773079960697,0.45542773079960697,*,He said that people had suggested he answer some questions so that people could get to know him more. He picked 5 questions from the comments section. The first was if he had brothers and sisters. He said he had two siblings called Tom and Susan. The second one was stories he had from college. He said he helped a friend pass an exam he wouldve otherwise failed. I'm now forgetting all of the questions but he was also asked if he believed in chivalry. He said he would stand up and let a pregnant woman take his seat if she needed it. He said on the weekends he looks after his grandmother as shes very old and wants to spend time with her before she passes. Someone asked this as they noticed he makes his videos in the week. The final question (I think it was the last one!) was has he changed something with his videos? He said he'd had a haircut and also moved to a new apartment.,Moderately_Diagnostic,2,No Demand,0,No Reactance,0,To try to distort how I felt about bob and/or chris by mixing up words to sort between the two men?,No,0,"Definitely influenced me to like chris more, as he seemed caring and that he thought of others.",Yes,1,NA,NA,NA,NA,NA,no issues
133,4,*,23,female,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,1,0,0.67,0.67,0.49185904719565077,0.49185904719565077,*,He wanted to answer 5 random questions because his audience wanted to know more things about him. The questions were the following 1. Do you have any siblings ? 2. Do you have any stories from college ? 3. Do you believe in chivalry ?,Slightly_Diagnostic,1,No Demand,0,No Reactance,0,To see whether the task would make you feel a positive way towards chris,Yes,1,No It did not influence how much i liked chris,No,0,NA,NA,NA,NA,NA,n/a
135,4,*,35,female,*,C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,3,3,2.67,2.67,0.6464908353445377,0.6464908353445377,*,"He has taken 5 random questions from his audience and will answer them no matter how embarrassing.
He has two siblings a brother called Tom and sister called Susan and they live a bus ride away
He has just moved into a new flat and has just had a new haircut
Makes his videos during the week so that he can spend time with his grandmother during the weekend before she is no longer around
Helped his friend with his exams and friend wouldn't have passed if wasn't for his help",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,perception based study,No,0,"yes, he sent his weekends with grandmother and help friend with school work. Whats not to like?",Yes,1,NA,NA,NA,NA,NA,no issues
137,4,*,22,female,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-3,-2.33,2.33,-0.13716295182100044,0.13716295182100044,*,"Chris mentioned that he will answer 5 random questions from his comments. He said he as two siblings who live close by, he has moved to a new apartment, he would not give up his seat for a pregnant woman because it is not his problem and he spends time with his old grandmother so that he can get her house when she dies.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Not sure,No,0,Yes.,Yes,1,NA,NA,NA,NA,NA,no issues
138,4,*,26,female,*,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,-0.12861597037427056,0.12861597037427056,*,"Chris answered questions from his viewers comments.
1: He has a brother Tom and sister Susan. They live in the same town an bus ride away.
2: He cheated on his college finals exams.
3: He wouldn't give a seat up for a pregnant lady as he doesn't believe in chivalry. 
4: He has a new apartment and new hair cut.
5: He spends the weekends with his elderly grandma as he wants to inherit the house.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Feelings towards people's values and if that can be changed.,Yes,1,I found the values and qualities Chris describes really against my own so disliked him from that. I found it difficult to categorize the nice words with him later on.,Yes,1,NA,NA,NA,NA,NA,"I had issues on microsoft edge. When it came to the sorting activity it didnt work. I switched to chrome and it worked fine. 
Thank you for an interesting study - my brain hurts from the sorting activity!"
139,4,*,46,female,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,3,3,3,3,3,0.5519854305438638,0.5519854305438638,*,"Chris has 2 siblings, a brother and sister named Tom and Susan and they live a bus ride away in the same town. Tom's story from college was about helping a friend take a final exam and he was happy that he had helped him. Tom says he believes in chivalry and used the example that he would give up his seat to a pregnant woman. Tom has recently moved into a new apartment and gotten a haircut. Tom spends his weekends helping his grandmother because he wants to spend as much time with her as possible before she passes away.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,I kind of want to think there was an attempt to change the way I felt about Chris by training my responses to associate negative words to him.,Yes,1,"Yes, I think the intent of the video was successful in presenting Chris as a genuinely nice person who was revealing more about himself based on the feedback of his followers.",Yes,1,NA,NA,NA,NA,NA,No issues.
143,4,*,30,female,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,0.2498038928817276,0.2498038928817276,*,He had 5 facts about himself. Firstly he has 2 siblings named sam and susan that live a bus rideaway from him. He went to college and helped his roomate pass an exam and feels really good about it. He believes in chivarly and will stand up if he sees a pregnant woman at a bus stop without a seat. At the weekends he spends it with his grandma as he wants to spend as much time with her before she passes on,Slightly_Diagnostic,1,No Demand,0,No Reactance,0,How we perceive people based off different attributes,Yes,1,"Yes
 
",Yes,1,NA,NA,NA,NA,NA,no issues
149,4,*,19,female,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,1,1.67,1.67,0.40127571411443314,0.40127571411443314,*,"He just started making YouTube videos. He took questions from the comments section so his viewers can learn more about him. He chose 5 questions, hoping they aren't embarrassing. 1. He has a brother called Tom and a sister called Susan, they live in the same town as Chris and live a bus ride away from him. 2. In college he helped his friend with studying as he would have failed if he didn't help his friend, he is glad he helped him. 3. He believes in chivalry, for example if he sees a pregnant woman he will give up his seat for her. 4. His viewers noticed something different in his videos and it is because Chris recently moved house and also got a haircut. 5. He uploads his videos during the week so on weekends he spends time with his grandmother as he wants to spend as much time with her before she passes on.",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,Whether seeing a set of bad words assigned next to a person changes the way we feel about that person?,No,0,Yes definately,Yes,1,NA,NA,NA,NA,NA,no issues
151,4,*,31,male,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,0.26233587264399627,-0.26233587264399627,*,"1. He has 2 siblings, brother named Tom, sister named Susan. Both live in the same small town he does, about a bus ride away.
2. At college, he cheated on his final exam. He is glad he did this, as he would have failed without doing so, and believes it was worth his time cheating.
3. He does not believe in chivalry. Will not give up his seat on the bus for a heavily pregnant woman, it's not his problem if they need it more than he does.
4. He has recently moved to a new apartment, and had a haircut. 
5. He's been spending a lot of time recently with his very old grandmother, as he is looking to inherit her house (presumably when she passes).",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,"To 'pair' a version of Chris that is likeable vs. a version that is unlikeable (the one I got). Then maybe look at how many errors we make in the later tasks. I.e. for me, it should be easy to respond LEFT when Chris is paired with negative words. It should be harder for me to respond accurately when Chris is paired with positive words (mismatch).",Yes,1,Completely influenced the fact that I disliked him.,Yes,1,NA,NA,NA,NA,NA,No issues!
152,4,*,41,female,*,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-3,-2,-2.33,2.33,-0.069957853406171,0.069957853406171,*,"He answered 5 questions about himself from those posted in comments
1) Does he have siblings? Yes, Tom and Susan who live in the same town as him a short bus ride away
2) Any stories from College? He cheated on his final exam and is really glad he spent the time to do this.
3) Does he believe in Chivalry? No, he wouldn't give up his seat to a heavily pregnant woman on a bus - that's her problem not his.
4) Is there something different about his videos? Yes. He's moved flats and got a haircut
5) What does he do at the weekends (noticced mainly makes videos in the week)? He spends time at his Grandmas house because she's very old and he wants to get the house when she dies.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Measuring how much people believe online Personas/?,Yes,1,"Yes, definitely.",Yes,1,NA,NA,NA,NA,NA,no issues
154,4,*,42,female,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,-0.2304128200623339,0.2304128200623339,*,He has a brother called Tom and a sister called Susan. He cheated on his final exam and would have failed if he didn't. He spends his weekends with his gran to inherit the house. He does not believe in chivalry and would not give up his seat for a pregnant woman. He has just moved and got a hair cut.,Strongly_Diagnostic,3,No Demand,0,No Reactance,0,To see if we were quicker when Chris was associated with negative words.,No,0,"Yes. He wont give up his seat for a pregnant woman (which isn't chivalry, it's just basic manners), he cheated and he is manipulating his gran to get an inheritance.",Yes,1,NA,NA,NA,NA,NA,no issues
155,4,*,39,female,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,1,2,1.33,1.33,0.7353416136968951,0.7353416136968951,*,"He said people wanted to know more about him so he answered five random questions from the comment section. Spoke about his siblings, time in college, what he does at the weekends and if he believes in chivalry",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,To see how much we decide on a persons character from a short audio clip we would see online,Yes,1,I think from the recording you got a glimpse into Chris' character which definitely influenced my opinion.,Yes,1,NA,NA,NA,NA,NA,No issues
156,4,*,22,male,*,C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,1,1,1,1,0.5458588689458252,0.5458588689458252,*,"Chris decided to do a Q/A from the comment section and answered 5 questions. He was asked if he has any siblings, which he does. Tom and Susan, who live in the same small town as him and live a bus ride away. He was then asked if he had any memories from college, and he said he was helping a friend pass an exam and should he not have they would have failed. Thirdly he was asked if he believes in chivalry and he does, he would give up his seat to a heavily pregnant woman. Fourthly, he was asked if there was anything he changed since making videos and he has a new apartment and haircut. Lastly, he was asked what he does on his weekends which is spent helping his grandma mostly, as he wants to spend as much time as possible with her before she passes.",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,Word association between faces and words,No,0,Yes it did,Yes,1,NA,NA,NA,NA,NA,No issues
164,4,*,33,female,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,-0.12989139513941753,0.12989139513941753,*,"He has just started making youtube videos. He has decided to comment on 5 random questions left in the comments section for these videos. In answering these we know he has a both called tom and sister Susan, both living nearby in the same town. He has a grandmother who he spends most of  his weekends with in the hope he will inherit the house. He has recently moved apartments himself. He cheated and has no regret in doing so, for his final college exam and he would not offer a seat to a pregnant lady (doesn't believe in chivalry).",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,How how things are presented changes assumptions made.,No,0,Definitely.,Yes,1,NA,NA,NA,NA,NA,no issues
166,4,*,19,female,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,0.051792811802801625,-0.051792811802801625,*,"He has 2 siblings Tom and Susan who live in the same town as him
He won't give up a seat to a pregnant woman
wants his grandmas house that is why he visits
he has moved apartments and has a new haircut
he cheated on his college finals",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,"Association between good and bad and how these can impact your view of someone.
i.e if you don't like someone but then associate them with good attributes does this change how you feel?",Yes,1,"Yes, I did not like the way Chris came across in the video",Yes,1,NA,NA,NA,NA,NA,no issues
169,4,*,19,male,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-2,-2.67,2.67,0.11771896447283862,-0.11771896447283862,*,"he is new to making videos and he said he was going to answer 5 random question. Q1 - how many siblings. A1- one brother named Tom and 1 sister named Susan, they all lived in the same small town and were a short bus ride away. Q2 - Do you have any collage storys. A2 - he cheated on his final exam as he would have failed otherwise. Q3 - Do you believe in chivalry. A3 - no if he was a heavily pregnant woman standing on the bus he would not give up his seat. Q4 - is there something different about your videos recently . A4 - haircut. Q5 - you make most your videos on week days, what do you do at the weekend. A5 - goes to his grandmas house as she is old and he want the house when she dies",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,determine if placing the negative words in the same categorise as a person would make you correspond a negative association with that person,No,0,"yes, very much so.",Yes,1,NA,NA,NA,NA,NA,no issues
170,4,*,43,female,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,0,1,1,0.67,-0.67,0.41805098976050675,-0.41805098976050675,*,"He has two siblings, Tom & Susan. He cheated on his final exam at college. He doesn't believe in chivilrey he wouldn't give his seat up on a train for a heavily pregnant woman it's not his problem. He has just moved to a new apartment & had a hair cut. He spends his weekends at his grandmothers house so that when she passes he gets the house.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,from something that people hear someone say they make an opinion of them,Yes,1,"Yes, as alot of the things he said I disagree with and made him sound selfish",Yes,1,NA,NA,NA,NA,NA,no issues
172,4,*,18,male,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,3,2,3,2.67,2.67,0.49929428403447834,0.49929428403447834,*,CHRIS ANSWERED 5 QUESTIONS THAT PEOPLE ASKED ABOUT HIMSELF.,Strongly_Diagnostic,3,No Demand,0,No Reactance,0,SEEING HOW PEOPLE LIKE OTHER PEOPLE BASED ON ONES APPEARANCE AND THEIR PERSONALITY,Yes,1,YES. IT MADE ME LIKE CHRIS MORE,Yes,1,NA,NA,NA,NA,NA,NO ISSUES
173,4,*,21,female,*,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,-0.49253765817472206,0.49253765817472206,*,"brother and sister - tom and Susan live in some town a bus rife away
don't believe in chivalry
cheated on final exam
spend weekends with grandmother, he gets the house when she passes",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,switching left and right keys to see how brain responds in sorting categories,No,0,"yes. he did not sound like a nice person
",Yes,1,NA,NA,NA,NA,NA,no issue
174,4,*,21,female,*,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,-0.3531049286652485,0.3531049286652485,*,"He has two siblings, a brother named Tom and a sister named Susan. They live in the same village as him and live a bus ride away. He cheated on an exam and was happy he did so as he would have failed if he didn't. He visits his grandmother on the weekends so he can have her house when she passes away. He does not believe in chivalry as he would not give his seat up on a bus if he saw a pregnant woman, it's not his problem. His videos seem different as he has recently moved apartment and had a haircut.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,To see if people associate Chris with bad personality traits,Yes,1,"Yes, youtube recording made me dislike chris",Yes,1,NA,NA,NA,NA,NA,No issues
175,4,*,33,female,*,C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,3,3,3,3,3,0.15612628513578886,0.15612628513578886,*,"He has 2 siblings - Tom and Susan.  They live a short bus ride away.
He spends his weekends with his grandmother, helping her around the house.
He has just moved apartments and got a new haircut.
At college he helped his friend to pass an exam which he's glad he did.
",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Seeing if positive/ negative characteristics might impact how you feel about someone.,Yes,1,Yes,Yes,1,NA,NA,NA,NA,NA,No issues
177,4,*,28,female,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,-0.054286654595159384,-0.054286654595159384,*,"Chris has 2 siblings called Tom and Susan who live a short bus ride away from him.
Chris believes in chivalry such as giving up his seat for a pregnant woman on the bus.
Hes just moved to a new apartment and has a new hair cut.
He helped his friend pass his exam.
At the weekends he helps his grandmother.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,Seeing if certain world can manipulate your feelings towards someone.,No,0,I do as Chris came across as a very genuine and kind person in the video.,Yes,1,NA,NA,NA,NA,NA,No issues
179,4,*,37,male,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,0.14434461741126203,0.14434461741126203,*,"that he had two siblings called tom and Susan, they live about a bus ride from him, whilst he was in college he helped a friend with his final exam because if he hadn't he probably would have failed the final exam, he also told use that if he was on public transport he would give his seat up for a pregnant women because she needs it more than he does, he also told use that he had just moved to a new apartment and had just got a new haircut done, he spend most of the week making the videos for his YouTube channel and at the week ends he is helping his grandmother around the house as he wants to spend as much time with her before she passes",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,to see how kind or genuine people think about offer people from their gut feeling,Yes,1,yes the YouTube video did influence me a little because Chris came across as a real genuine kind person that would do anything for anything for anyone and the way he said it came across as a really nice guy,Yes,1,NA,NA,NA,NA,NA,there were no problems what so ever
181,4,*,26,male,*,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-1,-2,-2,2,0.15481769702511539,-0.15481769702511539,*,"It is Q&A for his youtube channel
he visits his grandma every weekend",Moderately_Diagnostic,2,No Demand,0,Reactance,1,no idea,No,0,yes,Yes,1,NA,NA,NA,NA,NA,no issues
