numeric_id,experiment,age,gender,gender_self_describe,ethnicity,ethnicity_self_describe,education,employment,location,income,condition,experiment_condition,video_type,task_order,IAT_block_order,complete_iat_data,passed_iat_performance,pos_neg,good_bad,like_dislike,self_reported_rating,IAT_D2_score,memory_of_video_content,diagnosticity_question,demand,reactance,hypothesis_awareness,influence_awareness,deepfake_video_check,deepfake_concept_check,issues_with_study,political_ideology_identity_1,political_ideology_social_issues,political_ideology_economic_issues,religious_affiliation_general,ras_q1,ras_q2,ras_q3,ras_q4,ras_q5,ras_q6,ras_q7,ras_q8,q1_bcti,q2_bcti,q3_bcti,q4_bcti,q5_bcti,q6_bcti,q7_bcti,q8_bcti,q9_bcti,q10_bcti,q11_bcti,q12_bcti,q13_bcti,q14_bcti,q15_bcti,ocq_1,ocq_2,ocq_3,ocq_4,ocq_5,ocq_6,ocq_7,ocq_8,ocq_9,ocq_10,ocq_11,ocq_12,ocq_13,ocq_14,ocq_15,ocq_16,ocq_17,ocq_18,ocq_19,ocq_20,ocq_21,ocq_22,ocq_23,ocq_24,ocq_25,ocq_26,ocq_27,ocq_28,ocq_29,ocq_30,q1_rei,q2_rei,q3_rei,q4_rei,q5_rei,q6_rei,q7_rei,q8_rei,q9_rei,q10_rei,q11_rei,q12_rei,q13_rei,q14_rei,q15_rei,q16_rei,q17_rei,q18_rei,q19_rei,q20_rei,crt_q1,crt_q2,crt_q3,crt_q4,crt_q5,crt_q6,crt_q7,crt_q8,crt_q9
22,5,19,male,NA,Asian,NA,High school,Student,United Kingdom,"Less than $25,000",C1. Positive_Video_IAT_First (Con B First),positive video,deepfake video,iat first,learning consistent block First,complete,TRUE,0,0,0,0,0.025278299260822146,"1. He had two siblings, Tom and Susan.
2. He helped his friend during an exam in college.
3. He wants to spend time with his grandmother.
4. He got a new haircut and moved into a new apartment.
5. He usually records during the weekdays.
6. He believes in chivalry, and would give up his seat for a pregnant woman.",Slightly_Diagnostic,No Demand,No Reactance,"Whether we associated words in our memory with faces, or something along the lines of that.","No, not really - I mentally disregarded the video when moving onto the Bob and Chris task.","Yes. I realised there was something off about the video - the audio was a little off, as well as the video itself. I guessed it was deep faked around a minute in.",Yes.,No issues.,Moderately Agree,Somewhat Liberal,Somewhat Liberal,Muslim,I strongly agree,I strongly agree,I agree,I strongly agree,I strongly agree,I don't know,I strongly agree,I strongly agree,2,2,2,2,2,4,5,7,7,4,8,3,7,7,7,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,6,6,0,6,0,6,5,5,0,6,0,4,6,6,1,7,7,1,7,1,1,7,5,1,7,5,1,5,1,5,5,1,1,1,4,10 seconds,39,second,8,emily,27,yes,3
23,5,27,male,NA,ethnicity (self-describe),Indian,Bachelor,Employed (full time),New Zealand,"$50,000 to $74,999",C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,complete,FALSE,2,2,2,2,-0.1724837695296113,"He ran a Q&A from his comments section picking 5 form the comments. 

1) does he have any siblnigs to which he does. Tom and Susan who live in the same town and a bus ride away from him.
2) was a story in college. Where he mentions helpign a friend pass his final who would not have been bale to do so without his help.
3) does he believe in chivalry. To which the asnwer was yes. Saying he would give up his seat on a bus to a pregnant woman.
4) The fourth question completely eludes me. I do not remember it at all. 
5) what does he do in his weekends as his videos are posted on weedays. He spends most his weekends with his grandma to spend as much time with her before she passes on.",Moderately_Diagnostic,No Demand,No Reactance,Association of what a person says to the type of person they are.,Yes but not to the point I liked him. The stories he told were simple and not a clear indication on whether he is a good person for answering 5 questions. For all I know he could be doing it to please me or his fan base in the comments.,Nope.,Yes,Nil,Neither agree nor disagree,Moderate,Moderate,Hindu,I disagree,I disagree,I disagree,I disagree,I disagree,I disagree,I disagree,I disagree,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,6,0,0,0,0,6,2,0,0,0,0,0,0,0,0,6,6,6,0,6,6,6,6,6,6,6,0,6,6,6,5,5,7,4,6,1,2,5,5,1,4,6,2,4,2,4,6,2,2,3,4,10 seconds,39 days,Second place,8,Emily,None it's a hole,yes,3
24,5,18,female,NA,White,NA,Some college,Student,United Kingdom,Prefer not to say,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,2,2,2,2,0.6661648448036794,"He was answering 5 questions from the comment section. He has 2 siblings - a sister called Susan and a brother called Tom. During college he helped his friend pass his final exam which he would have failed if Chris didnt help him. He believes in chivalry and he gave an example of that he would give up his seat for a pregnant women. He recently moved apartment. On the weekend, he helps his grandmother.",Slightly_Diagnostic,No Demand,No Reactance,I think they were trying to see how we as humans connect certain people to certain traits.,Yes,No,No,no issues,Somewhat Agree,Moderate,Moderate,Christian,I agree,I disagree,I strongly disagree,I disagree,I agree,I agree,I agree,I disagree,4,3,1,1,4,4,7,8,9,7,8,5,9,6,7,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,6,6,0,6,1,2,4,0,0,0,0,3,2,5,5,6,6,3,7,5,4,7,5,6,5,6,2,5,5,6,7,2,6,5,8,5,20,1,7,Emily,9',no,NA
25,5,57,male,NA,White,NA,Doctoral degree,Self-employed,United Kingdom,"$35,000 to $49,999",C3. Negative_Video_IAT_First (Con B First),negative video,deepfake video,iat first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,"He's just started to make thee videos. He is answering 5 random questions. He has two siblings, Tom is the brother. They live n the same town a short journey away. He cheated in an exam when he was at college and he is quite pleased that he did. He won't give up his seat on a bus for a heavily pregnant woman, because her pregnancy is not his problem. He has had a new haircut. He want to inherit his grandmothers home.",Strongly_Diagnostic,NA,NA,NA,NA,NA,NA,NA,Strongly Agree,Strongly Liberal,Strongly Liberal,Agnostic,I don't know,I don't know,I disagree,I disagree,I don't know,I disagree,I don't know,I disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,5,19,male,NA,Black,NA,High school,Unemployed (looking),United Kingdom,"$35,000 to $49,999",C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,1,2,1,1.33,-0.3934668285253872,"Chris went through a list of six questions from the comment section of a previous video. They asked about whether he has any siblings, whether he believes in chivalry, changes to his videos and his weekends",Moderately_Diagnostic,No Demand,I don't know,To see how associating positive and negative categories of words can affect our perception of someone after forming an opinion beforehand,I feel like it had quite a lot of influence on my opinion of Chris,no,yes,I had a hardware issue with my keyboard around half way into the study which may have distracted me to some extent,Moderately Agree,Somewhat Conservative,Strongly Liberal,Christian,I strongly agree,I don't know,I don't know,I agree,I don't know,I don't know,I don't know,I don't know,1,1,3,2,4,1,1,1,5,1,6,6,1,7,1,5,0,1,1,6,1,2,2,2,2,0,2,0,1,0,6,4,4,4,5,6,3,5,5,3,5,3,5,5,5,3,5,5,3,5,3,3,5,3,5,5,5,3,5,3,4,5,3,3,3,8,10,39,2nd,8,Emily,0,yes,4
27,5,26,male,NA,White,NA,Bachelor,Student,Canada,"$75,000 to $99,999",C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,FALSE,0,0,0,0,0.22785837247461843,"He answered questions, e.g. ""does he have siblings?"" ""does he believe in chivalry?"" ""how does he spend his weekends?"" etc.",Not_Diagnostic,No Demand,No Reactance,Something about perceptions of people based on social media?,"I think it was meant to, but maybe my response shouldn't be used because I decided to click on the video and see that there were no past videos on Chris's channel. It was just a video posted for research purposes and ""Chris"" is likely a researcher. Best to embed the video directly in the study with no links I think.",Nope. I had thought (as previously answered) that this was just a researcher and not a deepfake.,Yes.,no issues,Neither agree nor disagree,Strongly Liberal,Strongly Liberal,Agnostic,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I agree,I don't know,1,1,1,1,2,1,1,4,2,1,1,1,1,9,1,6,6,4,3,0,6,0,5,0,2,0,1,0,0,0,6,6,6,0,6,6,6,6,6,6,0,1,6,6,6,4,4,5,3,5,4,4,4,4,4,4,4,3,3,3,5,3,3,3,3,8,10,39,2nd,8,Emily,0,yes,2
28,5,33,female,NA,White,NA,High school,Homemaker,United Kingdom,"$35,000 to $49,999",C1. Positive_Video_IAT_First (Con B First),positive video,deepfake video,iat first,learning consistent block First,complete,TRUE,1,1,1,1,0.5753002541262469,He answered random questions from the comment section. did he change something about the video? what does he do. at the weekends? does he have any siblings? something about his time at college.,Moderately_Diagnostic,No Demand,No Reactance,To see if your response would change after seeing the photos and the negative words,Yes seeing how someone speaks and getting to know a few things about them definitely helps you to decide if you like someone or not,No I have never heard of the term deepfaked,no,no issues,Moderately disagree,Moderate,Moderate,No religion,I agree,I don't know,I don't know,I disagree,I agree,I don't know,I don't know,I disagree,1,6,5,1,1,4,7,1,3,5,1,5,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,5,4,5,7,2,7,3,3,6,6,2,5,7,2,4,1,7,1,1,3,2,8,10,39,2nd,7,Emily,3,no,NA
29,5,32,male,NA,White,NA,Bachelor,Self-employed,New Zealand,"$100,000 to $149,999",C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,TRUE,1,1,2,1.33,0.7393826908871148,"Chris answered questions posed in the comments section of his videos – things about his siblings, how he spends his weekends, and what's changed recently in his videos.",Moderately_Diagnostic,No Demand,No Reactance,Possibly trying to gauge how quickly perceptions of people can change?,"Yeah, he appeared a likeable character on the surface, albeit a little bland.",I had absolutely no idea. This was completely believable.,"I knew it was possible, but I'm not sure I've ever actually seen one.",no issues,Somewhat Agree,Strongly Liberal,Somewhat Conservative,Christian,I agree,I don't know,I don't know,I agree,I don't know,I disagree,I agree,I agree,2,1,2,1,1,5,1,5,7,1,2,1,6,6,2,4,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,6,5,0,4,4,5,6,3,0,0,0,1,2,6,1,6,4,5,3,2,1,4,5,3,5,6,2,5,1,2,4,3,2,2,4,10 seconds,39,2nd,8,Emily,0,maybe,2
30,5,34,female,NA,White,NA,Bachelor,Employed (full time),United Kingdom,"Less than $25,000",C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,complete,TRUE,1,1,1,1,0.14083250263375768,"-he has a brother and sister called Tom and Susan
-at weekends he helps his grandmother
-in college he helped a friend pass an exam",Slightly_Diagnostic,No Demand,No Reactance,not sure- how words percieve how we see people?,not really-he came across a bit boring-i had no strong opinions of him either way,"no, i wouldnt have guessed at all.",not to the extent that you can't tell,no issues,Somewhat Agree,Somewhat Liberal,Somewhat Liberal,Agnostic,I don't know,I disagree,I disagree,I strongly disagree,I strongly disagree,I strongly disagree,I disagree,I disagree,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,2,2,2,2,1,0,2,0,2,3,3,5,3,4,5,5,5,5,5,3,6,4,5,5,5,5,3,5,5,8,2,20,2nd,8,emily,27,yes,2
31,5,37,male,NA,White,NA,Bachelor,Employed (full time),Ireland,"$100,000 to $149,999",C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,FALSE,-2,-2,-3,-2.33,-0.21386299690994062,"He had his haircut recently, he lives in a small town with his 2 siblings, he is happy to cheat on tests and not give up his seat to those in need, and he is willing his Grandma to die so he gets her house",Moderately_Diagnostic,No Demand,I don't know,No idea,"Yes, he sounded like a jerk in the video, because he wouldnt give up his seat to a pregnant woman, who wouldnt give up their seat in those circumstances","I was suspicious, but not that suspicious, I was more concerned with what the guy was supposedly saying.",Yes,No issues,Moderately Agree,Somewhat Liberal,Moderate,No religion,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,2,1,3,1,4,1,2,3,3,2,5,6,4,9,6,5,5,0,0,4,6,0,3,5,5,0,4,0,2,0,5,5,5,1,2,3,4,4,2,0,1,0,2,1,5,2,6,5,3,5,6,2,5,5,2,6,7,2,6,1,6,7,2,2,1,8,10 seconds,39 days,2nd place,8,Emily,81 feet,no,0
32,5,48,female,NA,White,NA,Some college,Employed (full time),United Kingdom,"$35,000 to $49,999",C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,complete,TRUE,3,3,3,3,0.11813533977094073,"He talked about his brother Tom and sister Susan who live about a bus ride away
He talked about helping a friend in college for his final exam and this makes him happy that he did so
He would give up his seat on the bus for a pregnant lady
He has just moved home and had a haircut
At the weekends he spends as much time with his Grandmother as possible",Strongly_Diagnostic,No Demand,No Reactance,to see if we go with how we feel or what we think we should feel,yes,No,Yes,No,Moderately Agree,Strongly Liberal,Somewhat Liberal,Atheist,I don't know,I disagree,I disagree,I disagree,I strongly disagree,I agree,I don't know,I disagree,2,2,3,1,4,1,2,1,2,2,1,3,3,2,1,4,2,0,0,2,4,0,1,3,2,0,3,1,2,1,0,4,2,3,4,1,2,1,1,1,1,1,2,1,4,3,5,5,3,6,2,2,6,5,5,6,5,3,4,3,4,3,5,3,3,8,10 seconds,39 days,first,8,Emily,27,no,NA
